WT_P62	Y2_P37_28	YT2_P37_7_17	gene_id
10.9137591342665	10.1482634076205	10.0418492687347	LIN28A
-0.423376394712422	-0.913300658708214	-0.404050247587834	DHDDS-AS1
5.42770808589181	5.09632804248956	5.08221641372326	DHDDS
7.06420710678487	7.54034793549401	8.20000603073464	HMGN2
-1.45440329033305	-2.6211199072149	-2.12025728158724	ENSG00000294798
6.05442492247646	6.08462766078135	6.14094217505543	RPS6KA1
-0.145075232225318	-1.17045849820534	0.255609620410923	ENSG00000260063
7.72691103978337	7.27076503420849	8.12716167358509	ARID1A
4.17811782989862	4.19565044158656	3.22382722695229	PIGV
5.82737558202633	5.43162926154076	5.48636824707708	ZDHHC18
2.31205360054256	1.79841898429888	1.01880675615031	SFN
4.40249581869891	4.32607867704715	4.77224939585862	GPN2
-1.33410905661534	-1.39872748587846	-0.840149362394508	ENSG00000289554
4.04578910690936	4.0294531987744	4.2144948536577	GPATCH3
7.23650566514586	7.47436502850178	7.56632661668681	NUDC
4.25685218472726	3.48181811454469	1.6422434046861	KDF1
4.52287663316687	4.67472554042675	4.56757660524808	TRNP1
6.63789424719302	6.60432856139583	6.83296914974402	TENT5B
0.431425689747642	1.7620083441092	1.63208353846588	ENSG00000299378
-1.33410905661534	-2.13569308004466	-3.05314308572871	ENSG00000299392
5.15710269938776	5.37925574570764	5.4222218878124	SLC9A1
0.763501740011087	0.651898587191512	0.453209580296084	CHCHD3P3
5.62797719323531	5.6835736502561	5.64192698949876	NPM1P39
5.46860116267601	6.01284402929021	5.89708140869385	WDTC1
4.91305894375944	5.10180144155881	4.9298504889656	TMEM222
-4.3930027456689	-4.20608240793606	-3.7052197823084	RNU6-48P
-2.51853362775276	-2.28008298937984	-0.731214990841344	ACTG1P20
-2.51853362775276	-2.6211199072149	-2.26464719092242	ENSG00000304055
4.12925182920132	3.38338148502004	2.55082037692251	SYTL1
3.90314871428504	3.98472995998008	3.44307520316237	MAP3K6
-2.51853362775276	-2.28008298937984	-4.92761220364485	FCN3
1.16158610600873	1.07931981092619	-0.0368412733996057	CD164L2
-2.80804024494775	-4.20608240793606	-4.19064660947864	ENSG00000306354
3.13317042384465	3.60769878328098	3.58414045012253	GPR3
7.46121633066247	7.53765806456921	7.23970139528001	WASF2
-3.17061032433246	-4.20608240793606	-3.34264970292369	ENSG00000237429
5.25505518008444	4.79335392921602	5.21406921711799	AHDC1
-0.551700491687962	0.0111483082846089	-0.897864860250795	FGR
-3.6560371515027	-4.20608240793606	-4.19064660947864	LINC02574
0.680246236361735	0.366807260484521	1.00312513391804	IFI6
-4.3930027456689	-4.94304800210227	-4.19064660947864	ENSG00000287244
4.39163209988862	3.93244539348621	3.87004932220891	FAM76A
-2.51853362775276	-4.20608240793606	-3.34264970292369	ENSG00000231344
3.74142357455202	4.10407591001176	3.85046492589051	STX12
6.19289870402187	6.24862814425016	6.32248878763909	PPP1R8
4.19070687174217	4.07654272625561	4.10672825104968	THEMIS2
6.5216315350997	6.26050392978319	6.61041501848857	RPA2
5.69047658166294	4.82127072599403	5.09429313300815	SMPDL3B
4.2993221537403	4.34312468141962	4.16250021601944	XKR8
5.17368558358336	5.40013771334562	5.68494917389178	EYA3
-4.3930027456689	-3.72065558076582	-4.92761220364485	ENSG00000238231
4.7006348927094	5.13776952550606	5.19780126683847	SPCS2P4
2.35742510830387	1.04941832521233	0.0572809039649445	PTAFR
7.19961001452457	7.5391717340212	7.49313755465195	DNAJC8
-2.27752552824897	-1.67002950769585	-2.42511186311566	ENSG00000290123
6.15485576038951	6.32744200692063	6.30500858431161	ATP5IF1
0.529829393808637	1.63689642385227	0.498652551057251	ENSG00000270605
6.55512109577755	7.44541781271668	5.47362288284027	SESN2
4.21802205163845	4.14353056388846	4.03913355725468	MED18
6.1853699456919	6.25314426787244	6.52788626659058	PHACTR4
-3.6560371515027	-3.06857888418613	-1.75768720220254	DNAJC8P4
-1.73003773294647	-1.57381419243655	-1.46818058500755	ENSG00000308327
6.59591858426641	6.82610110563741	6.93412092634383	RCC1
4.769388583088	5.43669135459702	5.50458168201711	SNHG3
-0.76851188076111	-1.10174574812132	0.476109982406162	SNORA73B
-2.51853362775276	-2.82757078468233	-1.08630994966391	ENSG00000279443
4.55439067889879	4.53875142956349	4.62377563708815	TRNAU1AP
3.91836715751988	3.40715454678027	3.33134634692303	SNHG12
4.38068595450283	5.11358971301093	4.68893664013414	TAF12
2.94981271569228	1.93551387044776	2.86029035574658	RAB42
-3.17061032433246	-4.20608240793606	-4.19064660947864	TAF12-DT
4.92967655727547	5.25129847113648	5.28872948168302	GMEB1
0.892399473193345	0.784872452460933	1.12404991617765	ENSG00000289291
7.64236914691903	7.43678158789229	7.96764749412539	YTHDF2
2.0163881904688	1.8426769039838	2.09105164062019	OPRD1
7.39095039357678	7.1734042655082	7.32967741300243	EPB41
-3.6560371515027	-2.82757078468233	-3.34264970292369	ENSG00000225616
-0.933571127031606	-0.800090048260224	-0.897864860250795	Metazoa_SRP
3.68203064603992	3.8930023529558	1.54812122732155	TMEM200B
6.73906850310083	6.75493311029167	7.01233424881384	SRSF4
5.24059798980021	5.03851927980075	4.78606070236824	MECR
6.93398842923191	6.06140657294519	5.21321756712815	PTPRU
-2.80804024494775	-1.8841543130487	-3.34264970292369	MATN1
-1.89050240513972	-1.39872748587846	-2.12025728158724	MATN1-AS1
-0.0472279088271735	-1.31855713719447	-1.15502269974792	LAPTM5
6.75399012738188	6.92616024844856	6.96252538226392	SDC3
7.34382195342996	7.24873094057646	7.70166851507787	PUM1
-2.80804024494775	-3.06857888418613	-4.19064660947864	ENSG00000308292
