"","logFC","gene_id","direction"
"ENSG00000258790",-1.77243767776981,"ENSG00000258790","down"
"PNN-AS1",-1.77243767776981,"PNN-AS1","down"
"ENSG00000301115",-1.77243767776981,"ENSG00000301115","down"
"ENSG00000279594",-1.77243767776981,"ENSG00000279594","down"
"ENSG00000273565",-1.77243767776981,"ENSG00000273565","down"
"ENSG00000259396",-1.77243767776981,"ENSG00000259396","down"
"ENSG00000249839",-1.77243767776981,"ENSG00000249839","down"
"ENSG00000300487",-1.77243767776981,"ENSG00000300487","down"
"ENSG00000173867",-1.77243767776981,"ENSG00000173867","down"
"ENSG00000305611",-1.77243767776981,"ENSG00000305611","down"
"ENSG00000309183",-1.77243767776981,"ENSG00000309183","down"
"ITGAD",-1.77243767776981,"ITGAD","down"
"ENSG00000260111",-1.77243767776981,"ENSG00000260111","down"
"ENSG00000279592",-1.77243767776981,"ENSG00000279592","down"
"LINC00311",-1.77243767776981,"LINC00311","down"
"ENSG00000300189",-1.77243767776981,"ENSG00000300189","down"
"RPH3AL-AS2",-1.77243767776981,"RPH3AL-AS2","down"
"LINC01996",-1.77243767776981,"LINC01996","down"
"ENSG00000263427",-1.77243767776981,"ENSG00000263427","down"
"ENSG00000235979",-1.77243767776981,"ENSG00000235979","down"
"ENSG00000293363",-1.77243767776981,"ENSG00000293363","down"
"PPY",-1.77243767776981,"PPY","down"
"ENSG00000267801",-1.77243767776981,"ENSG00000267801","down"
"ENSG00000262172",-1.77243767776981,"ENSG00000262172","down"
"SNX19P3",-1.77243767776981,"SNX19P3","down"
"GRP",-1.77243767776981,"GRP","down"
"ENSG00000295949",-1.77243767776981,"ENSG00000295949","down"
"ENSG00000267073",-1.77243767776981,"ENSG00000267073","down"
"ENSG00000267749",-1.77243767776981,"ENSG00000267749","down"
"ENSG00000267571",-1.77243767776981,"ENSG00000267571","down"
"TNFSF14",-1.77243767776981,"TNFSF14","down"
"ENSG00000287960",-1.77243767776981,"ENSG00000287960","down"
"RNA5SP464",-1.77243767776981,"RNA5SP464","down"
"ENSG00000269653",-1.77243767776981,"ENSG00000269653","down"
"FLT3LG",-1.77243767776981,"FLT3LG","down"
"RNF225",-1.77243767776981,"RNF225","down"
"CASC20",-1.77243767776981,"CASC20","down"
"DEFB124",-1.77243767776981,"DEFB124","down"
"ENSG00000308907",-1.77243767776981,"ENSG00000308907","down"
"ENSG00000179253",-1.77243767776981,"ENSG00000179253","down"
"ENSG00000273154",-1.77243767776981,"ENSG00000273154","down"
"TPTEP2",-1.77243767776981,"TPTEP2","down"
"ENSG00000305420",-1.77243767776981,"ENSG00000305420","down"
"ENSG00000273424",-1.77243767776981,"ENSG00000273424","down"
"ENSG00000232710",-1.77243767776981,"ENSG00000232710","down"
"ENSG00000294313",-1.77243767776981,"ENSG00000294313","down"
"ENSG00000305363",-1.77243767776981,"ENSG00000305363","down"
"EZHIP",-1.77243767776981,"EZHIP","down"
"ENSG00000236491",-1.77243767776981,"ENSG00000236491","down"
"PCDHA1",1.771882838454,"PCDHA1","up"
"ENSG00000303250",1.771882838454,"ENSG00000303250","up"
"ENSG00000287973",1.771882838454,"ENSG00000287973","up"
"ENSG00000289373",1.771882838454,"ENSG00000289373","up"
"KCNE2",1.771882838454,"KCNE2","up"
"EP300-AS1",1.771882838454,"EP300-AS1","up"
"C5orf58",1.771882838454,"C5orf58","up"
"ENSG00000301820",1.771882838454,"ENSG00000301820","up"
"ENSG00000287724",1.771882838454,"ENSG00000287724","up"
"FCER1G",1.771882838454,"FCER1G","up"
"RXRG",1.771882838454,"RXRG","up"
"LINC02767",1.771882838454,"LINC02767","up"
"CDKL4",1.771882838454,"CDKL4","up"
"ENSG00000252473",1.771882838454,"ENSG00000252473","up"
"MAL",1.771882838454,"MAL","up"
"ZAP70",1.771882838454,"ZAP70","up"
"LRP1B",1.771882838454,"LRP1B","up"
"ENSG00000286611",1.771882838454,"ENSG00000286611","up"
"RPL13AP12",1.771882838454,"RPL13AP12","up"
"ENSG00000279144",1.771882838454,"ENSG00000279144","up"
"INAVAP1",1.771882838454,"INAVAP1","up"
"LINC02082",1.771882838454,"LINC02082","up"
"ENSG00000290021",1.771882838454,"ENSG00000290021","up"
"RPS21P4",1.771882838454,"RPS21P4","up"
"ENSG00000248511",1.771882838454,"ENSG00000248511","up"
"UNC5C-AS1",1.771882838454,"UNC5C-AS1","up"
"ENSG00000250920",1.771882838454,"ENSG00000250920","up"
"ENSG00000287544",1.771882838454,"ENSG00000287544","up"
"RPL5P17",1.771882838454,"RPL5P17","up"
"ENSG00000297721",1.771882838454,"ENSG00000297721","up"
"RN7SKP70",1.771882838454,"RN7SKP70","up"
"ENSG00000298336",1.771882838454,"ENSG00000298336","up"
"TRIM31",1.771882838454,"TRIM31","up"
"ENSG00000302785",1.771882838454,"ENSG00000302785","up"
"ENSG00000257607",1.771882838454,"ENSG00000257607","up"
"ENSG00000289521",1.771882838454,"ENSG00000289521","up"
"ADAM32",1.771882838454,"ADAM32","up"
"ENSG00000255130",1.771882838454,"ENSG00000255130","up"
"FRG1JP",1.771882838454,"FRG1JP","up"
"ENSG00000293304",1.771882838454,"ENSG00000293304","up"
"ENSG00000305493",1.771882838454,"ENSG00000305493","up"
"ENSG00000287898",1.771882838454,"ENSG00000287898","up"
"ENSG00000279549",1.771882838454,"ENSG00000279549","up"
"LINC02552",1.771882838454,"LINC02552","up"
"ABCD2",1.771882838454,"ABCD2","up"
"ENSG00000258181",1.771882838454,"ENSG00000258181","up"
"ENSG00000303417",1.771882838454,"ENSG00000303417","up"
"ENSG00000300902",1.771882838454,"ENSG00000300902","up"
"ENSG00000286791",1.771882838454,"ENSG00000286791","up"
"CYCSP34",1.771882838454,"CYCSP34","up"
"ENSG00000303400",1.771882838454,"ENSG00000303400","up"
"TTBK2-AS1",1.771882838454,"TTBK2-AS1","up"
"ENSG00000259402",1.771882838454,"ENSG00000259402","up"
"CTXND1",1.771882838454,"CTXND1","up"
"ABCA17P",1.771882838454,"ABCA17P","up"
"ENSG00000270165",1.771882838454,"ENSG00000270165","up"
"ENSG00000302409",1.771882838454,"ENSG00000302409","up"
"ENSG00000263727",1.771882838454,"ENSG00000263727","up"
"NUCB1-AS1",1.771882838454,"NUCB1-AS1","up"
"NLRP11",1.771882838454,"NLRP11","up"
"ENSG00000287561",1.771882838454,"ENSG00000287561","up"
"WFDC10B",1.771882838454,"WFDC10B","up"
"LINC00528",1.771882838454,"LINC00528","up"
"ENSG00000241886",1.771882838454,"ENSG00000241886","up"
"ENSG00000286000",1.771882838454,"ENSG00000286000","up"
"ENSG00000298573",1.771882838454,"ENSG00000298573","up"
"ENSG00000297976",1.771882838454,"ENSG00000297976","up"
"ZNF283",-1.77027795425137,"ZNF283","down"
"WDR44",1.76999696231502,"WDR44","up"
"PAH",-1.7699673089455,"PAH","down"
"VIPR1",-1.76746286235452,"VIPR1","down"
"DES",-1.7642683748491,"DES","down"
"SH3BP4",-1.76376413436483,"SH3BP4","down"
"BHLHA15",-1.76086132646219,"BHLHA15","down"
"PKIB",1.7607183327218,"PKIB","up"
"DACH1",-1.76008047124983,"DACH1","down"
"RAX",-1.75815345176356,"RAX","down"
"LNCPRESS2",1.75755576054408,"LNCPRESS2","up"
"TIMP4",1.7552999542584,"TIMP4","up"
"RNF128",1.75505821581264,"RNF128","up"
"ENSG00000296660",-1.75440375493955,"ENSG00000296660","down"
"MAP3K15",1.75412636764984,"MAP3K15","up"
"ENSG00000310010",-1.7532865774249,"ENSG00000310010","down"
"EPHA6",1.75314627587241,"EPHA6","up"
"ENSG00000263823",-1.75313712181087,"ENSG00000263823","down"
"TBC1D8",1.75180325139804,"TBC1D8","up"
"GAS1",-1.75103231416654,"GAS1","down"
"TMEM176B",-1.74998282694211,"TMEM176B","down"
"MCMDC2",-1.74998282694211,"MCMDC2","down"
"THBS1",-1.74966870381202,"THBS1","down"
"LIMS2",-1.74960974831555,"LIMS2","down"
"KITLG",1.74910296979771,"KITLG","up"
"CPLX1",1.74861305913115,"CPLX1","up"
"TEX9",1.74841023401611,"TEX9","up"
"ENSG00000223774",-1.74798463404527,"ENSG00000223774","down"
"ENSG00000303475",-1.74798463404527,"ENSG00000303475","down"
"PNMA5",-1.74684596386707,"PNMA5","down"
"ENSG00000297733",-1.74559606555117,"ENSG00000297733","down"
"ENSG00000280056",1.74499954430305,"ENSG00000280056","up"
"ZMYND15",-1.74469268728691,"ZMYND15","down"
"ENSG00000273387",-1.74469268728691,"ENSG00000273387","down"
"CPZ",-1.74421780412235,"CPZ","down"
"ENSG00000289527",1.74398455120347,"ENSG00000289527","up"
"GLIPR2",-1.74358281509763,"GLIPR2","down"
"ENSG00000253636",1.7415889161404,"ENSG00000253636","up"
"ENSG00000286391",-1.74134390866824,"ENSG00000286391","down"
"ENSG00000296694",1.74118604123108,"ENSG00000296694","up"
"FZD5",-1.74012620125364,"FZD5","down"
"PPP1R36",-1.73907908082338,"PPP1R36","down"
"ENSG00000295910",1.7364775023228,"ENSG00000295910","up"
"ENSG00000255389",1.73611170743218,"ENSG00000255389","up"
"ENSG00000224174",-1.73446982757079,"ENSG00000224174","down"
"ENSG00000286378",-1.73446982757079,"ENSG00000286378","down"
"RPS3AP34",-1.73446982757079,"RPS3AP34","down"
"ENSG00000225913",-1.73446982757079,"ENSG00000225913","down"
"MUC5B",-1.73446982757079,"MUC5B","down"
"DNAI7",-1.73446982757079,"DNAI7","down"
"NAXD-AS1",-1.73446982757079,"NAXD-AS1","down"
"LINC02320",-1.73446982757079,"LINC02320","down"
"INCA1",-1.73446982757079,"INCA1","down"
"ENSG00000291101",-1.73446982757079,"ENSG00000291101","down"
"NTRK3",1.73383323960638,"NTRK3","up"
"HSF4",1.73288870683814,"HSF4","up"
"GP6-AS1",-1.73165206292331,"GP6-AS1","down"
"RAB33A",1.73095257439912,"RAB33A","up"
"SESN3",-1.73079224037994,"SESN3","down"
"ABCC3",-1.72975127866826,"ABCC3","down"
"ENSG00000286138",1.72849024294062,"ENSG00000286138","up"
"ENSG00000278698",-1.72838249769188,"ENSG00000278698","down"
"TCL6",-1.72838249769188,"TCL6","down"
"ENSG00000289511",-1.72838249769188,"ENSG00000289511","down"
"ARL4C",-1.72824491636016,"ARL4C","down"
"SLITRK3",1.72775278659236,"SLITRK3","up"
"ENSG00000300391",1.72679494892546,"ENSG00000300391","up"
"MYO1H",1.72679494892546,"MYO1H","up"
"ARL4AP2",-1.72589509183278,"ARL4AP2","down"
"RUNX2",-1.72589509183278,"RUNX2","down"
"GSG1L",-1.72589509183278,"GSG1L","down"
"S100A14",-1.72536351664589,"S100A14","down"
"ENSG00000287630",-1.72536351664589,"ENSG00000287630","down"
"RBM44",1.72496179106651,"RBM44","up"
"KCNH5",1.72398814834969,"KCNH5","up"
"PSMB9",-1.72136349317554,"PSMB9","down"
"LRRC10B",1.72112953798936,"LRRC10B","up"
"AGBL4",1.71844357949254,"AGBL4","up"
"ENSG00000281468",1.71844357949254,"ENSG00000281468","up"
"RPL3L",-1.71443207433425,"RPL3L","down"
"KCNE5",-1.71443207433424,"KCNE5","down"
"SKIL",1.71434063209558,"SKIL","up"
"LAMA4",1.71338718914385,"LAMA4","up"
"CABYR",-1.7124417130679,"CABYR","down"
"SLC22A2",-1.71231668533224,"SLC22A2","down"
"PHYHIPL",1.70982187032175,"PHYHIPL","up"
"MISP",-1.70970192242185,"MISP","down"
"ETV7",-1.70894885178442,"ETV7","down"
"ATP8A2",-1.70846192199591,"ATP8A2","down"
"PCOLCE-AS1",-1.7078852899007,"PCOLCE-AS1","down"
"RPL37A-DT",-1.70758653341984,"RPL37A-DT","down"
"ENSG00000308240",-1.70758653341984,"ENSG00000308240","down"
"TRIM50",-1.70758653341984,"TRIM50","down"
"SERINC4",-1.70758653341984,"SERINC4","down"
"ENSG00000287254",-1.70758653341984,"ENSG00000287254","down"
"ENSG00000306228",1.70629449682642,"ENSG00000306228","up"
"ENSG00000234352",1.70629449682642,"ENSG00000234352","up"
"RPL39P36",1.70629449682642,"RPL39P36","up"
"B3GALNT1",-1.70365045447491,"B3GALNT1","down"
"ENSG00000254531",1.70351901493753,"ENSG00000254531","up"
"EBI3",-1.70312458643775,"EBI3","down"
"ENSG00000303056",1.70234190520092,"ENSG00000303056","up"
"KREMEN2",-1.70101453038531,"KREMEN2","down"
"MUC1",-1.69965780245342,"MUC1","down"
"PYGO2-AS1",-1.69890864234785,"PYGO2-AS1","down"
"LRP4-AS1",-1.69890864234785,"LRP4-AS1","down"
"GNAS-AS1",-1.69779887687705,"GNAS-AS1","down"
"TMEM158",-1.69709044883251,"TMEM158","down"
"GCNT1",-1.69552115342339,"GCNT1","down"
"GJA3",-1.69414648241772,"GJA3","down"
"TAOK3",1.69385292457729,"TAOK3","up"
"TM4SF1",-1.69363611006221,"TM4SF1","down"
"ENSG00000286788",-1.69363611006221,"ENSG00000286788","down"
"MDFIC",1.69342571953518,"MDFIC","up"
"ENSG00000296968",-1.6933023074136,"ENSG00000296968","down"
"ENSG00000289318",1.6928112674628,"ENSG00000289318","up"
"LINC02575",-1.69248952145357,"LINC02575","down"
"ENSG00000269993",1.69064633532682,"ENSG00000269993","up"
"ENSG00000307216",-1.6875487801833,"ENSG00000307216","down"
"ENSG00000231344",-1.6875487801833,"ENSG00000231344","down"
"OXCT2P1",-1.6875487801833,"OXCT2P1","down"
"ENSG00000287374",-1.6875487801833,"ENSG00000287374","down"
"ENSG00000305893",-1.6875487801833,"ENSG00000305893","down"
"ENSG00000306517",-1.6875487801833,"ENSG00000306517","down"
"HSPA6",-1.6875487801833,"HSPA6","down"
"PFN4",-1.6875487801833,"PFN4","down"
"ENSG00000286728",-1.6875487801833,"ENSG00000286728","down"
"ENSG00000287250",-1.6875487801833,"ENSG00000287250","down"
"TCF7L1-IT1",-1.6875487801833,"TCF7L1-IT1","down"
"SMYD1",-1.6875487801833,"SMYD1","down"
"RPL22P8",-1.6875487801833,"RPL22P8","down"
"ENSG00000296454",-1.6875487801833,"ENSG00000296454","down"
"ENSG00000305200",-1.6875487801833,"ENSG00000305200","down"
"ENSG00000286856",-1.6875487801833,"ENSG00000286856","down"
"ZBTB8OSP1",-1.6875487801833,"ZBTB8OSP1","down"
"CDC20B",-1.6875487801833,"CDC20B","down"
"ERAP2",-1.6875487801833,"ERAP2","down"
"ENSG00000289267",-1.6875487801833,"ENSG00000289267","down"
"ENSG00000249526",-1.6875487801833,"ENSG00000249526","down"
"LINC01574",-1.6875487801833,"LINC01574","down"
"ENSG00000285771",-1.6875487801833,"ENSG00000285771","down"
"H2AC12",-1.6875487801833,"H2AC12","down"
"ENSG00000299865",-1.6875487801833,"ENSG00000299865","down"
"ENSG00000223838",-1.6875487801833,"ENSG00000223838","down"
"ENSG00000300483",-1.6875487801833,"ENSG00000300483","down"
"ENSG00000296557",-1.6875487801833,"ENSG00000296557","down"
"LRRC61",-1.6875487801833,"LRRC61","down"
"ENSG00000236018",-1.6875487801833,"ENSG00000236018","down"
"ENSG00000253263",-1.6875487801833,"ENSG00000253263","down"
"ENSG00000306181",-1.6875487801833,"ENSG00000306181","down"
"AGAP10P",-1.6875487801833,"AGAP10P","down"
"NUDT9P1",-1.6875487801833,"NUDT9P1","down"
"ENSG00000306723",-1.6875487801833,"ENSG00000306723","down"
"ENSG00000304030",-1.6875487801833,"ENSG00000304030","down"
"ENSG00000256654",-1.6875487801833,"ENSG00000256654","down"
"ENSG00000275769",-1.6875487801833,"ENSG00000275769","down"
"ENSG00000305156",-1.6875487801833,"ENSG00000305156","down"
"ENSG00000293588",-1.6875487801833,"ENSG00000293588","down"
"SLC17A8",-1.6875487801833,"SLC17A8","down"
"ENSG00000278344",-1.6875487801833,"ENSG00000278344","down"
"RPS26P47",-1.6875487801833,"RPS26P47","down"
"ENSG00000297673",-1.6875487801833,"ENSG00000297673","down"
"SLC39A2",-1.6875487801833,"SLC39A2","down"
"RPL32P2",-1.6875487801833,"RPL32P2","down"
"NPIPB9",-1.6875487801833,"NPIPB9","down"
"CLEC18C",-1.6875487801833,"CLEC18C","down"
"SLC38A8",-1.6875487801833,"SLC38A8","down"
"SENP3-EIF4A1",-1.6875487801833,"SENP3-EIF4A1","down"
"ENSG00000288961",-1.6875487801833,"ENSG00000288961","down"
"ENSG00000301728",-1.6875487801833,"ENSG00000301728","down"
"ENSG00000307035",-1.6875487801833,"ENSG00000307035","down"
"ENSG00000294079",-1.6875487801833,"ENSG00000294079","down"
"MUC16",-1.6875487801833,"MUC16","down"
"ENSG00000268278",-1.6875487801833,"ENSG00000268278","down"
"PTGIR",-1.6875487801833,"PTGIR","down"
"ENSG00000304570",-1.6875487801833,"ENSG00000304570","down"
"ENSG00000275055",-1.6875487801833,"ENSG00000275055","down"
"ENSG00000295944",-1.6875487801833,"ENSG00000295944","down"
"BCRP8",-1.6875487801833,"BCRP8","down"
"RPL13AP26",-1.6875487801833,"RPL13AP26","down"
"ENSG00000295622",-1.6875487801833,"ENSG00000295622","down"
"ENSG00000286393",-1.6875487801833,"ENSG00000286393","down"
"MOV10L1",-1.6875487801833,"MOV10L1","down"
"TLR8-AS1",-1.6875487801833,"TLR8-AS1","down"
"ENSG00000303091",-1.6875487801833,"ENSG00000303091","down"
"ENSG00000287978",1.68699394086749,"ENSG00000287978","up"
"DNAH7",1.68699394086749,"DNAH7","up"
"LINC01948",1.68699394086749,"LINC01948","up"
"FAM13B-AS1",1.68699394086749,"FAM13B-AS1","up"
"ENSG00000307179",1.68699394086749,"ENSG00000307179","up"
"KBTBD11-OT1",1.68699394086749,"KBTBD11-OT1","up"
"ENSG00000306426",1.68699394086749,"ENSG00000306426","up"
"CD274",1.68699394086749,"CD274","up"
"ENSG00000276412",1.68699394086749,"ENSG00000276412","up"
"TMEM26-AS1",1.68699394086749,"TMEM26-AS1","up"
"DBX2",1.68699394086749,"DBX2","up"
"ENSG00000283405",1.68699394086749,"ENSG00000283405","up"
"RENO1",1.68699394086749,"RENO1","up"
"C22orf15",-1.68195693193894,"C22orf15","down"
"CACNB3",-1.68131105256216,"CACNB3","down"
"ARHGDIB",1.68025236298843,"ARHGDIB","up"
"TMEM233",1.68025236298843,"TMEM233","up"
"FOXL1",1.68025236298843,"FOXL1","up"
"ENSG00000267056",1.68025236298843,"ENSG00000267056","up"
"COL9A3",-1.68001540107232,"COL9A3","down"
"CCDC80",-1.67876128769963,"CCDC80","down"
"FBXL19-AS1",-1.67780080363174,"FBXL19-AS1","down"
"IZUMO4",-1.67780080363174,"IZUMO4","down"
"LINC01405",-1.6768023987193,"LINC01405","down"
"WNT8B",-1.67403397370882,"WNT8B","down"
"HCK",-1.67370987271823,"HCK","down"
"TWIST2",1.67315835134048,"TWIST2","up"
"ENSG00000287625",-1.67203578081197,"ENSG00000287625","down"
"ENSG00000217455",-1.67203578081197,"ENSG00000217455","down"
"CDH17",-1.67203578081197,"CDH17","down"
"ENSG00000286426",-1.67203578081197,"ENSG00000286426","down"
"ENSG00000203900",-1.67203578081197,"ENSG00000203900","down"
"ENSG00000280434",-1.67203578081197,"ENSG00000280434","down"
"ENSG00000280383",-1.67203578081197,"ENSG00000280383","down"
"FOXJ1",-1.67203578081197,"FOXJ1","down"
"MICAL1",-1.67066038976762,"MICAL1","down"
"KCND1",-1.67037780823559,"KCND1","down"
"ENSG00000224886",-1.66934418480571,"ENSG00000224886","down"
"CAPN13",-1.66858487160876,"CAPN13","down"
"GPR143",-1.66858016219794,"GPR143","down"
"ENSG00000228793",1.66785977391077,"ENSG00000228793","up"
"PODNL1",-1.66696300821251,"PODNL1","down"
"PIP5K1B",1.66639645509666,"PIP5K1B","up"
"H4C16",1.6662726504934,"H4C16","up"
"ST3GAL1",1.66552367404788,"ST3GAL1","up"
"VASH2",1.66441077898181,"VASH2","up"
"P2RY2",-1.66430243569104,"P2RY2","down"
"FGF2",-1.66401758762236,"FGF2","down"
"TTC12-DT",1.66294846690084,"TTC12-DT","up"
"ENSG00000290950",1.66294846690084,"ENSG00000290950","up"
"SPN",-1.66234822605816,"SPN","down"
"GRID2",1.66217943967533,"GRID2","up"
"SPINK1",-1.66193813650426,"SPINK1","down"
"SLITRK5",1.6615757788421,"SLITRK5","up"
"PCDHGC3",1.66041297408497,"PCDHGC3","up"
"LOX",1.65968859817108,"LOX","up"
"REPIN1-AS1",-1.65966974760786,"REPIN1-AS1","down"
"ENSG00000234203",-1.65966974760786,"ENSG00000234203","down"
"MIR124-2HG",1.65963611315353,"MIR124-2HG","up"
"PCDHA10",-1.65922706732182,"PCDHA10","down"
"CCDC172",1.65884290055334,"CCDC172","up"
"MAP1LC3C",-1.65837787822144,"MAP1LC3C","down"
"ENSG00000260362",1.65835389282359,"ENSG00000260362","up"
"TMEM178B",1.65761149422702,"TMEM178B","up"
"CPMER",1.65611589414467,"CPMER","up"
"PLAAT3",-1.65606453918679,"PLAAT3","down"
"FOXD2-AS1",1.65562976995815,"FOXD2-AS1","up"
"ENSG00000307584",-1.65539825657959,"ENSG00000307584","down"
"ENSG00000291185",-1.65484144644497,"ENSG00000291185","down"
"PPP1R13B-DT",-1.65484144644497,"PPP1R13B-DT","down"
"PMEL",-1.6543951967177,"PMEL","down"
"STRA6",1.65330414182499,"STRA6","up"
"IL1RAPL1",-1.65273092040793,"IL1RAPL1","down"
"PLPPR1",1.65271835815415,"PLPPR1","up"
"LINC02884",1.65158860473629,"LINC02884","up"
"ZNF516-DT",1.65158860473629,"ZNF516-DT","up"
"DNAH10OS",1.65158860473629,"DNAH10OS","up"
"ENSG00000289394",1.65158860473629,"ENSG00000289394","up"
"TXNP6",1.65158860473629,"TXNP6","up"
"ENSG00000247121",1.65158860473629,"ENSG00000247121","up"
"ENSG00000279766",1.65158860473629,"ENSG00000279766","up"
"ENSG00000303186",1.65158860473629,"ENSG00000303186","up"
"ENSG00000256341",1.65158860473629,"ENSG00000256341","up"
"ENSG00000257553",1.65158860473629,"ENSG00000257553","up"
"ENSG00000277368",1.65158860473629,"ENSG00000277368","up"
"ENSG00000284966",1.65158860473629,"ENSG00000284966","up"
"MPHOSPH6-DT",1.65158860473629,"MPHOSPH6-DT","up"
"ENSG00000289182",1.65158860473629,"ENSG00000289182","up"
"ENSG00000266783",1.65158860473629,"ENSG00000266783","up"
"ENSG00000295613",1.65158860473629,"ENSG00000295613","up"
"FAM156A",1.65158860473629,"FAM156A","up"
"ENSG00000301521",1.65158860473629,"ENSG00000301521","up"
"COL13A1",-1.65103562639277,"COL13A1","down"
"ADAMTS16",1.65095003217263,"ADAMTS16","up"
"ENSG00000299183",-1.64958092998428,"ENSG00000299183","down"
"ENSG00000287929",-1.64958092998428,"ENSG00000287929","down"
"FMOD",-1.64958092998428,"FMOD","down"
"ENSG00000299041",-1.64958092998428,"ENSG00000299041","down"
"B3GALT1-AS1",-1.64958092998428,"B3GALT1-AS1","down"
"ENSG00000286942",-1.64958092998428,"ENSG00000286942","down"
"FTH1P23",-1.64958092998428,"FTH1P23","down"
"ENSG00000250081",-1.64958092998428,"ENSG00000250081","down"
"ENSG00000310166",-1.64958092998428,"ENSG00000310166","down"
"ENSG00000254165",-1.64958092998428,"ENSG00000254165","down"
"ENSG00000253666",-1.64958092998428,"ENSG00000253666","down"
"ENSG00000272916",-1.64958092998428,"ENSG00000272916","down"
"ENSG00000297965",-1.64958092998428,"ENSG00000297965","down"
"P2RY6",-1.64958092998428,"P2RY6","down"
"ENSG00000254694",-1.64958092998428,"ENSG00000254694","down"
"ENSG00000256799",-1.64958092998428,"ENSG00000256799","down"
"PRR4",-1.64958092998428,"PRR4","down"
"ENSG00000274315",-1.64958092998428,"ENSG00000274315","down"
"BTBD10P1",-1.64958092998428,"BTBD10P1","down"
"KLHL33",-1.64958092998428,"KLHL33","down"
"CHMP4BP1",-1.64958092998428,"CHMP4BP1","down"
"ENSG00000261242",-1.64958092998428,"ENSG00000261242","down"
"ENSG00000261766",-1.64958092998428,"ENSG00000261766","down"
"ENSG00000247324",-1.64958092998428,"ENSG00000247324","down"
"ENSG00000279174",-1.64958092998428,"ENSG00000279174","down"
"ENSG00000275468",-1.64958092998428,"ENSG00000275468","down"
"BPIFB4",-1.64958092998428,"BPIFB4","down"
"ENSG00000288086",-1.64958092998428,"ENSG00000288086","down"
"CNOT7P1",-1.64958092998428,"CNOT7P1","down"
"ENSG00000272159",-1.64958092998428,"ENSG00000272159","down"
"ENSG00000276115",-1.64958092998428,"ENSG00000276115","down"
"ENSG00000231977",-1.64958092998428,"ENSG00000231977","down"
"ENSG00000306307",-1.64958092998428,"ENSG00000306307","down"
"ARHGEF6",1.6484521678851,"ARHGEF6","up"
"AK4",1.64826975700824,"AK4","up"
"TFRC",1.6472798969983,"TFRC","up"
"ROBO2",1.64654011353257,"ROBO2","up"
"CASR",1.64497072597178,"CASR","up"
"SLC9A3",1.64497072597178,"SLC9A3","up"
"ENSG00000286069",1.64497072597178,"ENSG00000286069","up"
"ZNF225-AS1",1.64415361276411,"ZNF225-AS1","up"
"TRHDE-AS1",1.64171554624942,"TRHDE-AS1","up"
"ENSG00000310042",-1.64119314449156,"ENSG00000310042","down"
"UBBP4",-1.64119314449156,"UBBP4","down"
"ARL11",-1.64119314449156,"ARL11","down"
"FBLN5",1.64063830517575,"FBLN5","up"
"ANGPT4",-1.63905026249211,"ANGPT4","down"
"PLIN5",-1.63822106781973,"PLIN5","down"
"ENSG00000285907",1.63758174674241,"ENSG00000285907","up"
"ENSG00000236662",1.63758174674241,"ENSG00000236662","up"
"ENSG00000302141",1.63758174674241,"ENSG00000302141","up"
"SPP1",1.63678568292856,"SPP1","up"
"PPP3CA",1.63645530121113,"PPP3CA","up"
"ENSG00000249679",-1.63601847954322,"ENSG00000249679","down"
"LPP-AS2",-1.63543674766401,"LPP-AS2","down"
"PDE6G",1.6351318288692,"PDE6G","up"
"CRYBA4",-1.63223101178861,"CRYBA4","down"
"ENSG00000288533",1.63215807478739,"ENSG00000288533","up"
"ASIC2",1.63116975822817,"ASIC2","up"
"ENSG00000297367",1.6292784430112,"ENSG00000297367","up"
"SLC39A4",-1.6291891411531,"SLC39A4","down"
"ENSG00000289121",-1.62804776843464,"ENSG00000289121","down"
"ENSG00000300242",-1.62804776843464,"ENSG00000300242","down"
"ENSG00000307241",-1.62804776843464,"ENSG00000307241","down"
"RPS14P8",-1.62804776843464,"RPS14P8","down"
"LINC01366",-1.62804776843464,"LINC01366","down"
"ENSG00000260273",-1.62804776843464,"ENSG00000260273","down"
"NFE4",-1.62804776843464,"NFE4","down"
"TRBC1",-1.62804776843464,"TRBC1","down"
"ENSG00000309144",-1.62804776843464,"ENSG00000309144","down"
"UBE2R2-AS1",-1.62804776843464,"UBE2R2-AS1","down"
"PGA5",-1.62804776843464,"PGA5","down"
"ENSG00000307046",-1.62804776843464,"ENSG00000307046","down"
"ABCB10P3",-1.62804776843464,"ABCB10P3","down"
"RPS3AP47",-1.62804776843464,"RPS3AP47","down"
"ENSG00000266313",-1.62804776843464,"ENSG00000266313","down"
"ENSG00000295778",-1.62804776843464,"ENSG00000295778","down"
"ENSG00000283380",-1.62804776843464,"ENSG00000283380","down"
"GUCY2F",-1.62804776843464,"GUCY2F","down"
"MATCAP2",-1.62804776843464,"MATCAP2","down"
"LINC02796",1.62749292911882,"LINC02796","up"
"MYB",-1.62487386980354,"MYB","down"
"ENSG00000287560",1.62472914467035,"ENSG00000287560","up"
"NOVA1-DT",1.62472914467035,"NOVA1-DT","up"
"TNFSF9",1.62405542098014,"TNFSF9","up"
"CD1D",1.62391525824411,"CD1D","up"
"PITPNM3",-1.62363922400831,"PITPNM3","down"
"NDNF",1.62343756442214,"NDNF","up"
"ADAMTSL2",-1.62306005373158,"ADAMTSL2","down"
"ZNF596",1.62220105691907,"ZNF596","up"
