"","logFC","gene_id","direction"
"TRAPPC14",0.739625383649354,"TRAPPC14","up"
"USP2",-0.73934837299698,"USP2","down"
"SYT9",-0.739106125810483,"SYT9","down"
"GINS3",0.739100381616995,"GINS3","up"
"NSMCE1",-0.739025504300837,"NSMCE1","down"
"VAV3",0.738592597094997,"VAV3","up"
"FAXC",-0.738511403612675,"FAXC","down"
"TET2",0.738268100071166,"TET2","up"
"TFB2M",0.738181442519244,"TFB2M","up"
"LINC02562",0.738100008895631,"LINC02562","up"
"DHX8",0.737997100274931,"DHX8","up"
"WDR41",-0.737863607121432,"WDR41","down"
"ENSG00000268379",-0.737426340975631,"ENSG00000268379","down"
"ENSG00000309298",-0.737426340975631,"ENSG00000309298","down"
"RNF115",0.737404350783734,"RNF115","up"
"ALG13",-0.737315640203349,"ALG13","down"
"INTS6",0.737267066264304,"INTS6","up"
"POTEE",0.737195157485582,"POTEE","up"
"IPO4",0.737195157485582,"IPO4","up"
"GABRG3",0.737195157485582,"GABRG3","up"
"RPAP2",0.737179152259865,"RPAP2","up"
"ZNF143",0.737034124441449,"ZNF143","up"
"CFTR",-0.736917633269059,"CFTR","down"
"ENSG00000287016",-0.736917633269059,"ENSG00000287016","down"
"H2AC15",0.736900729925195,"H2AC15","up"
"SENP3",0.736849616564852,"SENP3","up"
"DNAAF3",-0.736605850882868,"DNAAF3","down"
"MDN1",0.736424589946425,"MDN1","up"
"TMEM150A",0.736165295135738,"TMEM150A","up"
"PCYT1A",0.735909695933542,"PCYT1A","up"
"ILF3-DT",-0.735852044440608,"ILF3-DT","down"
"ENSG00000308739",0.735479705391801,"ENSG00000308739","up"
"ENSG00000303584",0.735479705391801,"ENSG00000303584","up"
"ENSG00000227355",0.735479705391801,"ENSG00000227355","up"
"PIRT",0.735479705391801,"PIRT","up"
"SELENOKP1",0.735479705391801,"SELENOKP1","up"
"TUBA3FP",0.735479705391801,"TUBA3FP","up"
"ALPL",-0.735463925705665,"ALPL","down"
"TUBB8",-0.735306808213073,"TUBB8","down"
"LINC00345",-0.735306808213073,"LINC00345","down"
"NSG1",0.735251724596098,"NSG1","up"
"SNHG3",0.735193098929108,"SNHG3","up"
"ZNF665",-0.735179776863084,"ZNF665","down"
"STAG2",0.735169648429316,"STAG2","up"
"TP53INP1",0.73512997173574,"TP53INP1","up"
"PTMS",-0.734558709705702,"PTMS","down"
"P2RY11",0.734506445826518,"P2RY11","up"
"CHN1",-0.734473671909004,"CHN1","down"
"PIK3R5",-0.734471367290474,"PIK3R5","down"
"TTC39C",0.734325549297535,"TTC39C","up"
"NDE1",-0.734186378409358,"NDE1","down"
"ZNF850",-0.734133955983477,"ZNF850","down"
"ENSG00000309661",-0.73391826619935,"ENSG00000309661","down"
"TSPAN5-DT",-0.73391826619935,"TSPAN5-DT","down"
"ENSG00000270681",-0.73391826619935,"ENSG00000270681","down"
"ENSG00000309031",-0.73391826619935,"ENSG00000309031","down"
"ENSG00000288818",-0.73391826619935,"ENSG00000288818","down"
"RPAP3-DT",-0.73391826619935,"RPAP3-DT","down"
"PRR15L",-0.73391826619935,"PRR15L","down"
"ENSG00000264548",-0.73391826619935,"ENSG00000264548","down"
"LRRC25",-0.73391826619935,"LRRC25","down"
"TAP2",-0.733835233391219,"TAP2","down"
"LCAT",0.733708168664658,"LCAT","up"
"ASMTL-AS1",-0.733459685445048,"ASMTL-AS1","down"
"YLPM1",0.73332539478749,"YLPM1","up"
"ENSG00000283696",0.732870852889042,"ENSG00000283696","up"
"TMEM132D",0.732818442708455,"TMEM132D","up"
"MAP2K5",-0.732786792820856,"MAP2K5","down"
"METTL13",0.732754226063109,"METTL13","up"
"TNC",-0.732708966010448,"TNC","down"
"DLGAP2",-0.732708966010448,"DLGAP2","down"
"JAG2",0.732680117975656,"JAG2","up"
"LPL",0.732661940744321,"LPL","up"
"ASAP2",0.732540773372442,"ASAP2","up"
"SREBF2",0.732460852376665,"SREBF2","up"
"RBMS1",-0.732243600203049,"RBMS1","down"
"ENSG00000287670",-0.732209417861104,"ENSG00000287670","down"
"ZNF487",-0.732209417861104,"ZNF487","down"
"REPIN1",0.732165007717255,"REPIN1","up"
"ENSG00000289158",0.731991562878043,"ENSG00000289158","up"
"YBX3P1",-0.731786781670554,"YBX3P1","down"
"ATP6V1G2",0.731670607361504,"ATP6V1G2","up"
"SF3A3P2",0.731670607361504,"SF3A3P2","up"
"SSBL2P",0.731670607361504,"SSBL2P","up"
"FBXO25",-0.731365952325542,"FBXO25","down"
"KCNH8",-0.730900469223148,"KCNH8","down"
"CD177",-0.730705135604164,"CD177","down"
"MT-ND3",0.730615114454136,"MT-ND3","up"
"HMGN1P4",0.730532610819841,"HMGN1P4","up"
"COX7B",0.730492340197623,"COX7B","up"
"DDX39A",0.730408743869779,"DDX39A","up"
"PYGL",-0.730270940780494,"PYGL","down"
"LINC02987",0.730180814420106,"LINC02987","up"
"ARHGEF10",-0.730054980099295,"ARHGEF10","down"
"POLR1A",0.729975522857499,"POLR1A","up"
"AMY2B",-0.729865749374877,"AMY2B","down"
"PCCA-DT",-0.729749054798992,"PCCA-DT","down"
"MARCHF9",-0.729425634959967,"MARCHF9","down"
"MDC1",0.729328163868285,"MDC1","up"
"RPL3P7",-0.729112482138922,"RPL3P7","down"
"IL2RB",0.729035095907075,"IL2RB","up"
"LYRM2",0.728730312456491,"LYRM2","up"
"YPEL2",-0.728696510092246,"YPEL2","down"
"ENSG00000267568",-0.728551340536792,"ENSG00000267568","down"
"PAK3",0.728369620249902,"PAK3","up"
"HDHD2",-0.728128843587598,"HDHD2","down"
"ENSG00000291171",0.72785142567145,"ENSG00000291171","up"
"TTC8",0.727623990920417,"TTC8","up"
"TRUB2",0.727606004293666,"TRUB2","up"
"ME1",0.72736062096274,"ME1","up"
"ZNF8-DT",0.72736062096274,"ZNF8-DT","up"
"RBM15B",0.727255941348261,"RBM15B","up"
"TMEM178A",0.727131630836329,"TMEM178A","up"
"VTI1A",0.727078978933643,"VTI1A","up"
"CELF5",0.726987284519258,"CELF5","up"
"WSCD2",-0.726962226112682,"WSCD2","down"
"TRIM2",0.726721698854875,"TRIM2","up"
"COQ9",0.726562684735081,"COQ9","up"
"LINC02615",0.726515357849219,"LINC02615","up"
"ENSG00000289981",0.726515357849219,"ENSG00000289981","up"
"BIVM",0.726471021800018,"BIVM","up"
"OGDH",0.726127078387813,"OGDH","up"
"ZSWIM8",0.726095328720147,"ZSWIM8","up"
"CHRD",-0.725974983691767,"CHRD","down"
"SUMO3",0.725833285086615,"SUMO3","up"
"ENSG00000278730",0.725750813559525,"ENSG00000278730","up"
"FAM174C",-0.725741131109355,"FAM174C","down"
"CIP2A",0.725676174508496,"CIP2A","up"
"ARG2",-0.72563545034807,"ARG2","down"
"ENSG00000244313",-0.725599119740277,"ENSG00000244313","down"
"FGFR2",-0.725553399506925,"FGFR2","down"
"SNAPC1",-0.725408047162027,"SNAPC1","down"
"AGAP3",0.72537033091978,"AGAP3","up"
"FEN1",0.725196146089267,"FEN1","up"
"USP47",0.725101688420563,"USP47","up"
"MANEA",0.724976469082168,"MANEA","up"
"ENSG00000261659",0.724777170842706,"ENSG00000261659","up"
"ENSG00000257027",-0.724712341355886,"ENSG00000257027","down"
"SLC6A9",-0.724693622317067,"SLC6A9","down"
"POMT2",0.724558448125354,"POMT2","up"
"OARD1",-0.724460846562724,"OARD1","down"
"HHIPL1",-0.724146051160346,"HHIPL1","down"
"TSKU-AS1",-0.724087256839657,"TSKU-AS1","down"
"BORCS5",-0.723914352158963,"BORCS5","down"
"ENSG00000224945",0.723852218068026,"ENSG00000224945","up"
"DPP10",-0.723708124049645,"DPP10","down"
"MTA3",-0.723702794128801,"MTA3","down"
"ABCA1",-0.723629549018277,"ABCA1","down"
"SEC23IP",0.723527885743273,"SEC23IP","up"
"PEX5L",0.723430037937458,"PEX5L","up"
"EPS15",-0.723387960705106,"EPS15","down"
"LY6S-AS1",0.723188299491703,"LY6S-AS1","up"
"EFCAB5",-0.723054547389054,"EFCAB5","down"
"HELZ-AS1",-0.723054547389054,"HELZ-AS1","down"
"ETFB",0.722957849295661,"ETFB","up"
"SLC27A2",-0.722726457094641,"SLC27A2","down"
"PRPF8",0.722725622320636,"PRPF8","up"
"C2CD4D-AS1",0.722688578308706,"C2CD4D-AS1","up"
"HP1BP3",0.722574415555577,"HP1BP3","up"
"NKD1",0.722175415417793,"NKD1","up"
"POP1",0.722055026878421,"POP1","up"
"CACNB1",-0.722048681141182,"CACNB1","down"
"APTR",-0.721848513267533,"APTR","down"
"TMEM150C",-0.72183007962713,"TMEM150C","down"
"MRPS21",0.721768429637151,"MRPS21","up"
"PTPN6",-0.721712097135143,"PTPN6","down"
"TK1",-0.721413176652604,"TK1","down"
"UBFD1",0.721030729237797,"UBFD1","up"
"NICOL1",-0.721022582206825,"NICOL1","down"
"CMAHP",-0.721022582206825,"CMAHP","down"
"ENSG00000301691",-0.721022582206825,"ENSG00000301691","down"
"ENSG00000286757",-0.721022582206825,"ENSG00000286757","down"
"LINC02960",-0.721022582206825,"LINC02960","down"
"ENSG00000300394",-0.721022582206825,"ENSG00000300394","down"
"RMC1",-0.720916851533206,"RMC1","down"
"MAP2",0.720775573289594,"MAP2","up"
"DACT3",0.720387628792432,"DACT3","up"
"NECTIN2",-0.720060239850105,"NECTIN2","down"
"MAPKAPK3",-0.720027548587919,"MAPKAPK3","down"
"DHFR",0.720023300360712,"DHFR","up"
"CCDC61",-0.719898769070435,"CCDC61","down"
"ENSG00000284606",0.719844172592803,"ENSG00000284606","up"
"CDKL5",0.719798852673787,"CDKL5","up"
"KLF6",-0.719626119929407,"KLF6","down"
"NCAPH",0.719594293003657,"NCAPH","up"
"IPO7P2",0.719538984626262,"IPO7P2","up"
"DNAI4",0.719147134269839,"DNAI4","up"
"DLEU2L",0.719147134269839,"DLEU2L","up"
"ENSG00000299329",0.719147134269839,"ENSG00000299329","up"
"LINC02973",0.719147134269839,"LINC02973","up"
"ENSG00000225649",0.719147134269839,"ENSG00000225649","up"
"ENSG00000285969",0.719147134269839,"ENSG00000285969","up"
"ENSG00000255647",0.719147134269839,"ENSG00000255647","up"
"ENSG00000270133",0.719147134269839,"ENSG00000270133","up"
"ENSG00000287578",0.719147134269839,"ENSG00000287578","up"
"LINC03073",0.719147134269839,"LINC03073","up"
"PHKG1",0.719147134269839,"PHKG1","up"
"FAM90A2P",0.719147134269839,"FAM90A2P","up"
"PDE7A-DT",0.719147134269839,"PDE7A-DT","up"
"IL10RA",0.719147134269839,"IL10RA","up"
"LINC02743",0.719147134269839,"LINC02743","up"
"MYO1H",0.719147134269839,"MYO1H","up"
"ENSG00000295411",0.719147134269839,"ENSG00000295411","up"
"ENSG00000280129",0.719147134269839,"ENSG00000280129","up"
"ENSG00000259287",0.719147134269839,"ENSG00000259287","up"
"ENSG00000261123",0.719147134269839,"ENSG00000261123","up"
"ENSG00000303136",0.719147134269839,"ENSG00000303136","up"
"ENSG00000290164",0.719147134269839,"ENSG00000290164","up"
"FAM131B",0.718823088483485,"FAM131B","up"
"GAP43",0.718693519978511,"GAP43","up"
"DHX57",0.718620552652681,"DHX57","up"
"ELL2",-0.71840265998911,"ELL2","down"
"RPL35P5",-0.718380585285084,"RPL35P5","down"
"SNN",0.718166443851002,"SNN","up"
"TPM3P5",0.717869352804952,"TPM3P5","up"
"NOCT",-0.717777954155224,"NOCT","down"
"TWF1",0.717542386278916,"TWF1","up"
"CTBP1-DT",0.717475789868208,"CTBP1-DT","up"
"EBLN2",0.717453830036847,"EBLN2","up"
"CCNB3",0.717453830036847,"CCNB3","up"
"KRT10",-0.717353545474453,"KRT10","down"
"LETM2",-0.717262764261179,"LETM2","down"
"ARHGAP35",0.71722802171025,"ARHGAP35","up"
"LINC01572",-0.716873766607082,"LINC01572","down"
"FANCI",0.716695951420915,"FANCI","up"
"NPLOC4",0.716694015411828,"NPLOC4","up"
"TAFAZZIN",-0.716554090339985,"TAFAZZIN","down"
"ARHGEF34P",0.716522858801559,"ARHGEF34P","up"
"GUCY1A2",0.716423011404405,"GUCY1A2","up"
"DENND1B",0.716225383638458,"DENND1B","up"
"TCEAL1",0.716225383638458,"TCEAL1","up"
"ATP1B1",0.716206137118995,"ATP1B1","up"
"ZNF483",0.71607588750362,"ZNF483","up"
"CYP2S1",-0.715938443286969,"CYP2S1","down"
"ENSG00000253200",0.715934003674653,"ENSG00000253200","up"
"ATF2",0.715760297485271,"ATF2","up"
"KMT2E-AS1",-0.715749246914183,"KMT2E-AS1","down"
"ENSG00000299851",0.715674245834396,"ENSG00000299851","up"
"SH3RF3",0.71530739199603,"SH3RF3","up"
"PDGFRL",-0.715181703617765,"PDGFRL","down"
"ENSG00000226900",-0.715181703617765,"ENSG00000226900","down"
"GLYATL1",-0.715181703617765,"GLYATL1","down"
"ENSG00000304841",-0.715181703617765,"ENSG00000304841","down"
"ENSG00000293171",-0.715181703617765,"ENSG00000293171","down"
"MMP23B",-0.715181703617765,"MMP23B","down"
"FAM151A",-0.715181703617765,"FAM151A","down"
"ENSG00000306014",-0.715181703617765,"ENSG00000306014","down"
"HHIPL2",-0.715181703617765,"HHIPL2","down"
"ENSG00000305699",-0.715181703617765,"ENSG00000305699","down"
"FTH1P3",-0.715181703617765,"FTH1P3","down"
"ENSG00000289606",-0.715181703617765,"ENSG00000289606","down"
"SLC5A7",-0.715181703617765,"SLC5A7","down"
"ENSG00000300690",-0.715181703617765,"ENSG00000300690","down"
"ENSG00000288813",-0.715181703617765,"ENSG00000288813","down"
"CD2AP-DT",-0.715181703617765,"CD2AP-DT","down"
"ENSG00000308223",-0.715181703617765,"ENSG00000308223","down"
"ENSG00000299240",-0.715181703617765,"ENSG00000299240","down"
"ENSG00000253300",-0.715181703617765,"ENSG00000253300","down"
"ENSG00000279900",-0.715181703617765,"ENSG00000279900","down"
"ENSG00000297226",-0.715181703617765,"ENSG00000297226","down"
"ENSG00000258857",-0.715181703617765,"ENSG00000258857","down"
"ATF4P3",-0.715181703617765,"ATF4P3","down"
"LINC02582",-0.715181703617765,"LINC02582","down"
"ENSG00000268947",-0.715181703617765,"ENSG00000268947","down"
"TEX14BP",-0.715181703617765,"TEX14BP","down"
"HCST",-0.715181703617765,"HCST","down"
"CFAP61",-0.715181703617765,"CFAP61","down"
"VCX3A",-0.715181703617765,"VCX3A","down"
"PDRG1",-0.715068054127513,"PDRG1","down"
"HSD17B4",0.715008127871299,"HSD17B4","up"
"CDH8",-0.71486793783991,"CDH8","down"
"UFD1",0.714851478153251,"UFD1","up"
"LYN",0.714769923798379,"LYN","up"
"DCAF1",0.714562294476105,"DCAF1","up"
"DHFRP1",0.714562294476105,"DHFRP1","up"
"KCTD10",0.714465775666073,"KCTD10","up"
"PLA2G4A",0.714462294819803,"PLA2G4A","up"
"KIF18B",0.714420697902225,"KIF18B","up"
"UGT3A1",0.714400173416711,"UGT3A1","up"
"PHC1P1",0.714225211796355,"PHC1P1","up"
"GUCY1B1",0.714183932281204,"GUCY1B1","up"
"GOLGA4-AS1",-0.713315344960466,"GOLGA4-AS1","down"
"RP9",-0.713315344960466,"RP9","down"
"PTBP1",0.712970572974509,"PTBP1","up"
"RPL12P4",-0.712952417826747,"RPL12P4","down"
"NFKB2",-0.712908208035562,"NFKB2","down"
"EMILIN2",-0.712901663568502,"EMILIN2","down"
"TSC22D4",0.712796259369765,"TSC22D4","up"
"ENSG00000235100",-0.712789173980067,"ENSG00000235100","down"
"AGPAT4",0.712480676691964,"AGPAT4","up"
"RHOBTB2",0.712429296499525,"RHOBTB2","up"
"ENSG00000273449",-0.712396577191227,"ENSG00000273449","down"
"ENSG00000272764",-0.712396577191227,"ENSG00000272764","down"
"PANK1",0.712330712659615,"PANK1","up"
"HENMT1",0.712283197779708,"HENMT1","up"
"SPATA13",-0.712282395887786,"SPATA13","down"
"AIF1L",0.712142981868085,"AIF1L","up"
"PPP1R14B",0.711929050692206,"PPP1R14B","up"
"GLRB",0.711828437327155,"GLRB","up"
"ENSG00000300026",0.711828437327155,"ENSG00000300026","up"
"TTC13",0.711623909974054,"TTC13","up"
"NSL1",0.711555083458856,"NSL1","up"
"LINC00342",0.711328954034542,"LINC00342","up"
"PLPP5",-0.711316686715354,"PLPP5","down"
"GABARAPL1",-0.711177102753268,"GABARAPL1","down"
"ATP13A1",0.711157148045227,"ATP13A1","up"
"MRPL55",0.711146956426014,"MRPL55","up"
"UBE4B",0.710987191179007,"UBE4B","up"
"MRPL3",-0.710933694242025,"MRPL3","down"
"DUSP4",-0.710926083654466,"DUSP4","down"
"CD46",0.710874273905543,"CD46","up"
"MT-TT",-0.710766413129771,"MT-TT","down"
"HDAC5",-0.710560201201097,"HDAC5","down"
"CCDC30",0.709893664966253,"CCDC30","up"
"MTMR4",0.709770803464457,"MTMR4","up"
"ENSG00000295811",-0.709696164534035,"ENSG00000295811","down"
"ENSG00000256843",-0.709696164534035,"ENSG00000256843","down"
"LINC02091",-0.709696164534035,"LINC02091","down"
"LINC03011",-0.709696164534035,"LINC03011","down"
"ENSG00000291154",-0.709696164534035,"ENSG00000291154","down"
"ZNG1C",-0.709696164534035,"ZNG1C","down"
"HTRA3",0.709677317887156,"HTRA3","up"
"KLF15",-0.70939276661154,"KLF15","down"
"GNPAT",0.709329741278166,"GNPAT","up"
"TCAF1P1",0.709316124910145,"TCAF1P1","up"
"ENSG00000297420",0.709316124910145,"ENSG00000297420","up"
"TTC3P1",0.709069014038837,"TTC3P1","up"
"DDN-AS1",-0.708939638538257,"DDN-AS1","down"
"MYO1E",-0.708827688296749,"MYO1E","down"
"DSP-AS1",-0.708814186795492,"DSP-AS1","down"
"CHST9",-0.708776041704017,"CHST9","down"
"LAP3",0.70850425373459,"LAP3","up"
"PDCD2L",-0.708428928754378,"PDCD2L","down"
"TPM3",0.70842694234562,"TPM3","up"
"HMGB1",0.708206540186206,"HMGB1","up"
"THAP10",0.708174752191682,"THAP10","up"
"DCAF6",0.708138234317888,"DCAF6","up"
"OSTM1",0.708104503328886,"OSTM1","up"
"TMEM8B",-0.708097380668887,"TMEM8B","down"
"ESRG",-0.707733635358336,"ESRG","down"
"LINC00938",-0.707701738496939,"LINC00938","down"
"RAP1GAP",-0.70763498723422,"RAP1GAP","down"
"ZNF415",-0.707380751372777,"ZNF415","down"
"RPL13A",-0.70737337111945,"RPL13A","down"
"SMC4",0.707182285077734,"SMC4","up"
"AFG1L",-0.707076653980709,"AFG1L","down"
"TEX41",-0.707076653980709,"TEX41","down"
"URM1",0.706957058706056,"URM1","up"
"ST3GAL2",0.706729238277966,"ST3GAL2","up"
"C1S",0.706504329600928,"C1S","up"
"TMA7",0.706440309214589,"TMA7","up"
"CANT1",0.706232000460281,"CANT1","up"
"SPRYD4",0.706063932795892,"SPRYD4","up"
"PIAS2",0.705969136807905,"PIAS2","up"
"BIN1",0.705938665423253,"BIN1","up"
"MRPL9",0.705898660569497,"MRPL9","up"
"PLPP2",-0.705884830294766,"PLPP2","down"
"TJP2",-0.705796107982168,"TJP2","down"
"ENSG00000267904",-0.705796107982168,"ENSG00000267904","down"
"BRD8",0.705630389697244,"BRD8","up"
"LDOC1",0.705449459293562,"LDOC1","up"
"UPF3AP2",-0.705373479529656,"UPF3AP2","down"
"LINC02542",0.705217556696525,"LINC02542","up"
"RGS16",-0.704929815821182,"RGS16","down"
"POU2F1",0.70487063251558,"POU2F1","up"
"GFPT1",-0.704673937838714,"GFPT1","down"
"ZSCAN5A",0.70454096112696,"ZSCAN5A","up"
"OLFM3",0.704510049765953,"OLFM3","up"
"RPL7P21",0.704177401611173,"RPL7P21","up"
"WDR97",0.704177401611173,"WDR97","up"
"RNASEL",0.704177401611173,"RNASEL","up"
"PRICKLE1",0.70396579099636,"PRICKLE1","up"
"MAILR",-0.703947162426271,"MAILR","down"
"LRP8",0.703806265754081,"LRP8","up"
"QRFPR",0.703254372122944,"QRFPR","up"
"CEL",0.70296936717518,"CEL","up"
"EPSTI1",-0.702880940565743,"EPSTI1","down"
"AK9",-0.702629408248943,"AK9","down"
"KEAP1",0.702559042039838,"KEAP1","up"
"CPSF6",0.702555926022892,"CPSF6","up"
"SLC22A3",-0.702554095290015,"SLC22A3","down"
"RILPL2",-0.702496548619051,"RILPL2","down"
"CBX5",0.702434564884172,"CBX5","up"
"ENSG00000291015",-0.702066203827507,"ENSG00000291015","down"
"HSPE1P3",0.702049532433553,"HSPE1P3","up"
"LEMD2",-0.701358871651004,"LEMD2","down"
"MAP1B",0.701334156580111,"MAP1B","up"
"NHLH2",-0.701259327385395,"NHLH2","down"
"DRP2",0.701234762829112,"DRP2","up"
"HMGN1P36",0.701188711256216,"HMGN1P36","up"
"ACOT9",-0.700916512154414,"ACOT9","down"
"TMC3-AS1",-0.700858801274858,"TMC3-AS1","down"
"ENSG00000288924",-0.700725720533958,"ENSG00000288924","down"
"BRCC3",0.700681822950187,"BRCC3","up"
"ZMYM5",-0.700548610983212,"ZMYM5","down"
"TMEM184C",0.70053354262601,"TMEM184C","up"
"TMEM164",0.700456957613307,"TMEM164","up"
"CDC73",0.700402287562249,"CDC73","up"
"ADCY6",-0.700365400700885,"ADCY6","down"
"UBE2V1",-0.700261612932845,"UBE2V1","down"
"SIX4",-0.70014705141292,"SIX4","down"
"HJV",-0.69966870424644,"HJV","down"
"ENSG00000307004",-0.69966870424644,"ENSG00000307004","down"
"ENSG00000287042",-0.69966870424644,"ENSG00000287042","down"
"ENSG00000272416",-0.69966870424644,"ENSG00000272416","down"
"CD27",-0.69966870424644,"CD27","down"
"ENSG00000289067",-0.69966870424644,"ENSG00000289067","down"
"CHRNE",-0.69966870424644,"CHRNE","down"
"PWP2",-0.69966870424644,"PWP2","down"
"ATL3",-0.69966870424644,"ATL3","down"
"PRP4K",0.699515645389151,"PRP4K","up"
"WDFY1",-0.699503759424176,"WDFY1","down"
"PWWP3A",0.699347714993427,"PWWP3A","up"
"BMPR1B",0.699347714993426,"BMPR1B","up"
"ENSG00000285531",0.699347714993426,"ENSG00000285531","up"
"PEA15",0.699238373508396,"PEA15","up"
"NEK11",-0.699145229987834,"NEK11","down"
"SORBS1",-0.699066389222186,"SORBS1","down"
"ATP8A1",0.699040189173823,"ATP8A1","up"
"SUMO2",0.698903339577586,"SUMO2","up"
"SNRPD3",0.698894695601996,"SNRPD3","up"
"TCAP",0.698880672243835,"TCAP","up"
"XXYLT1",0.698635745639571,"XXYLT1","up"
"ENSG00000267698",0.69844988841236,"ENSG00000267698","up"
"NEURL4",0.698406020432082,"NEURL4","up"
"GRN",-0.698177751641055,"GRN","down"
"ASF1B",0.698124406684362,"ASF1B","up"
"DCAF16",-0.698048760173301,"DCAF16","down"
"RAMP2-AS1",0.697900080844392,"RAMP2-AS1","up"
"PRKCQ",0.697893876691758,"PRKCQ","up"
"STIMATE",0.697801719185495,"STIMATE","up"
"RPS7P10",-0.697799625389528,"RPS7P10","down"
"ENSG00000273162",0.697681424426742,"ENSG00000273162","up"
"PVALB",0.697681424426742,"PVALB","up"
"ETS2",0.697437060336321,"ETS2","up"
"SNAP47",0.697426019145009,"SNAP47","up"
"FAM174A",-0.697338958014052,"FAM174A","down"
"SMIM15-AS1",-0.697338958014052,"SMIM15-AS1","down"
"RSPH9",-0.697338958014052,"RSPH9","down"
"FBXL22",0.697337270073753,"FBXL22","up"
"GLA",0.697306468431059,"GLA","up"
"PSD",-0.697247136791969,"PSD","down"
"RARG",-0.697169570225637,"RARG","down"
"POGK",0.697011398177196,"POGK","up"
"CLUH",0.69666924358011,"CLUH","up"
"LINC02253",-0.696576937639337,"LINC02253","down"
"SH3BP5L",0.696137305815106,"SH3BP5L","up"
"TFEB",-0.696132018422559,"TFEB","down"
"STAG3",-0.695972445914832,"STAG3","down"
"ZNF251",0.695954579888289,"ZNF251","up"
"SCHIP1",0.69592230817052,"SCHIP1","up"
"MT-RNR1",-0.695797327073938,"MT-RNR1","down"
"CACNB4",0.695764699021978,"CACNB4","up"
"NECTIN1",0.695690969985852,"NECTIN1","up"
"ZDHHC20P4",0.695539406994939,"ZDHHC20P4","up"
"UBE2N",0.695428098668843,"UBE2N","up"
"TRIM16L",-0.695353776427264,"TRIM16L","down"
"ENSG00000289952",0.695258083922651,"ENSG00000289952","up"
"SLCO4C1",0.695258083922651,"SLCO4C1","up"
"GCLM",0.695237805117415,"GCLM","up"
"MYL6",0.695173883809947,"MYL6","up"
"RAD51",-0.69507413016919,"RAD51","down"
"MASP2",-0.69507413016919,"MASP2","down"
"LINC01133",-0.69507413016919,"LINC01133","down"
"CATIP-AS1",-0.69507413016919,"CATIP-AS1","down"
"RPL8P3",-0.69507413016919,"RPL8P3","down"
"WWTR1-AS1",-0.69507413016919,"WWTR1-AS1","down"
"ENSG00000306422",-0.69507413016919,"ENSG00000306422","down"
"ENSG00000250049",-0.69507413016919,"ENSG00000250049","down"
"ENSG00000288548",-0.69507413016919,"ENSG00000288548","down"
"ENSG00000286084",-0.69507413016919,"ENSG00000286084","down"
"ENSG00000273980",-0.69507413016919,"ENSG00000273980","down"
"TMPRSS4",-0.69507413016919,"TMPRSS4","down"
"NCKAP1L",-0.69507413016919,"NCKAP1L","down"
"ENSG00000257181",-0.69507413016919,"ENSG00000257181","down"
"LINC00327",-0.69507413016919,"LINC00327","down"
"ENSG00000300334",-0.69507413016919,"ENSG00000300334","down"
"ENSG00000260657",-0.69507413016919,"ENSG00000260657","down"
"SRL",-0.69507413016919,"SRL","down"
"ENSG00000260740",-0.69507413016919,"ENSG00000260740","down"
"ENSG00000266268",-0.69507413016919,"ENSG00000266268","down"
"LINC01530",-0.69507413016919,"LINC01530","down"
"CD8B",-0.69507413016919,"CD8B","down"
"FBXW4P1",-0.69507413016919,"FBXW4P1","down"
"IDH1",0.695042651803552,"IDH1","up"
"TIGD6",0.694965031912525,"TIGD6","up"
"CIBAR1",-0.694807913433483,"CIBAR1","down"
"PIP4K2B",0.694743227169234,"PIP4K2B","up"
"IRF2BPL",0.694633555867324,"IRF2BPL","up"
"COX6B1",0.694600200101782,"COX6B1","up"
"SLC25A30",-0.694438581682749,"SLC25A30","down"
"GON4L",0.694377043923104,"GON4L","up"
"PMM1",-0.694038667673574,"PMM1","down"
"BLOC1S3",0.693854282329712,"BLOC1S3","up"
"RAMACL",0.693844716147705,"RAMACL","up"
"PLPP1",-0.69367209406187,"PLPP1","down"
"BBS9",-0.693456517081994,"BBS9","down"
"ANKRD13B",0.693355014217062,"ANKRD13B","up"
"PPM1H",0.693268502444234,"PPM1H","up"
"ENSG00000255367",0.692991254363266,"ENSG00000255367","up"
"DHRSX",-0.692871541892677,"DHRSX","down"
"CDC42",-0.692871541892676,"CDC42","down"
"KRT8P33",-0.692871541892676,"KRT8P33","down"
"ENSG00000237493",0.692282291112078,"ENSG00000237493","up"
"MGMT",-0.692281301507686,"MGMT","down"
"SLC41A1",0.692107120671245,"SLC41A1","up"
"NGEF",-0.69206109595274,"NGEF","down"
"CILP2",-0.692007361542093,"CILP2","down"
"ENSG00000285053",0.691930131263752,"ENSG00000285053","up"
"PTGR1",-0.691915833380764,"PTGR1","down"
"YJEFN3",-0.691832481707508,"YJEFN3","down"
"C1R",-0.691634875400968,"C1R","down"
"ENSG00000304228",-0.691578804314343,"ENSG00000304228","down"
"HEMK1",-0.691470336100137,"HEMK1","down"
"KIAA0825",-0.691152576752483,"KIAA0825","down"
"FUS",0.691149023361707,"FUS","up"
"TUBA1A",0.690828315649711,"TUBA1A","up"
"PDZD11",0.690818087286858,"PDZD11","up"
"CAMTA1-DT",-0.690728659893226,"CAMTA1-DT","down"
"ENSG00000300901",-0.690728659893226,"ENSG00000300901","down"
"KRT8P46",-0.690728659893226,"KRT8P46","down"
"ENSG00000307823",-0.690728659893226,"ENSG00000307823","down"
