"","logFC","gene_id","direction"
"BCL9",-0.991102560898294,"BCL9","down"
"USP44",-0.990919328173971,"USP44","down"
"DLEC1",-0.990344817494588,"DLEC1","down"
"ENSG00000267811",-0.990344817494588,"ENSG00000267811","down"
"LINC02166",-0.990344817494588,"LINC02166","down"
"PLPPR5",-0.99014935684656,"PLPPR5","down"
"KIF26A",-0.989754131822465,"KIF26A","down"
"PTPRR",0.98953045443593,"PTPRR","up"
"ERICH2",0.989354560257768,"ERICH2","up"
"LRRC23",0.989271204220109,"LRRC23","up"
"HID1",0.988897923758654,"HID1","up"
"ENSG00000309837",-0.98846875085715,"ENSG00000309837","down"
"ENSG00000290848",-0.98846875085715,"ENSG00000290848","down"
"MIA2-AS1",-0.98846875085715,"MIA2-AS1","down"
"ENSG00000269792",-0.98846875085715,"ENSG00000269792","down"
"ENSG00000306093",-0.98846875085715,"ENSG00000306093","down"
"TMSB15C",-0.98846875085715,"TMSB15C","down"
"ARHGEF15",0.988335955431789,"ARHGEF15","up"
"TMEM268",0.987641717652814,"TMEM268","up"
"GPR162",-0.987011391010118,"GPR162","down"
"INTS6",-0.986395591414415,"INTS6","down"
"TLE1-DT",-0.986289452797903,"TLE1-DT","down"
"SLC25A5P5",-0.986289452797902,"SLC25A5P5","down"
"ENSG00000267980",-0.986289452797902,"ENSG00000267980","down"
"ENSG00000291111",0.986044648097212,"ENSG00000291111","up"
"FZD5",0.985275180632562,"FZD5","up"
"ENSG00000299284",-0.984629751676244,"ENSG00000299284","down"
"MEX3A",-0.984253037757112,"MEX3A","down"
"FRZB",-0.983990240285019,"FRZB","down"
"DNAJB5",-0.983804547834334,"DNAJB5","down"
"PRPH2",-0.983726938730081,"PRPH2","down"
"ENSG00000280339",-0.983726938730081,"ENSG00000280339","down"
"ENSG00000297451",-0.983726938730081,"ENSG00000297451","down"
"DNER",-0.983057124991213,"DNER","down"
"IQSEC3",-0.982485376656133,"IQSEC3","down"
"SH2D3C",0.982356557590929,"SH2D3C","up"
"SLITRK3",-0.982066282384544,"SLITRK3","down"
"RSPH4A",-0.981961093906331,"RSPH4A","down"
"GSTM3",-0.98098663941806,"GSTM3","down"
"RASGRF2",0.980821799856764,"RASGRF2","up"
"STMN3",-0.980689796738811,"STMN3","down"
"KCNC4-DT",-0.980670380296742,"KCNC4-DT","down"
"ENSG00000304564",-0.980670380296742,"ENSG00000304564","down"
"EPHA5",-0.980670380296742,"EPHA5","down"
"ENSG00000296426",-0.980670380296742,"ENSG00000296426","down"
"TEX11",-0.980670380296742,"TEX11","down"
"GRM3",-0.980472126202589,"GRM3","down"
"UBAC2-AS1",0.980339615680855,"UBAC2-AS1","up"
"GALNT7-DT",0.979510973816296,"GALNT7-DT","up"
"PLA2G6",0.979354567155161,"PLA2G6","up"
"TMEM179",-0.979350988331673,"TMEM179","down"
"TP73",0.979210967048374,"TP73","up"
"TSPOAP1",-0.978253107014227,"TSPOAP1","down"
"ADGRD1",0.978050894583906,"ADGRD1","up"
"SHISA6",-0.978049382567311,"SHISA6","down"
"SYT11",0.977955417466931,"SYT11","up"
"DRAXIN",-0.977934502812265,"DRAXIN","down"
"TOB1-AS1",0.977931109210134,"TOB1-AS1","up"
"CDC42EP1",0.977633707633964,"CDC42EP1","up"
"HTR1E",-0.976961650642784,"HTR1E","down"
"ENSG00000298413",-0.976961650642784,"ENSG00000298413","down"
"ENSG00000259223",-0.976961650642784,"ENSG00000259223","down"
"GAB2",0.976847360654324,"GAB2","up"
"LINC00511",0.97661544842709,"LINC00511","up"
"NIPAL1",0.976119133286324,"NIPAL1","up"
"GRAMD2B",0.975846984441472,"GRAMD2B","up"
"SYT9-AS1",0.975631076772573,"SYT9-AS1","up"
"RORC",-0.975543071333906,"RORC","down"
"CHST9",0.975481096780143,"CHST9","up"
"ASH1L",-0.975384036589627,"ASH1L","down"
"PDZRN4",-0.97524670834172,"PDZRN4","down"
"MCM3AP-AS1",-0.974747025621004,"MCM3AP-AS1","down"
"TOX",-0.974572093092952,"TOX","down"
"MMP19",0.974368434436692,"MMP19","up"
"CDC42",0.974071827724938,"CDC42","up"
"ENSG00000294474",0.974071827724938,"ENSG00000294474","up"
"KRT8P33",0.974071827724938,"KRT8P33","up"
"ENSG00000273004",-0.974015871077438,"ENSG00000273004","down"
"TMEM104",-0.973650232630752,"TMEM104","down"
"CCDC142",-0.973480482016041,"CCDC142","down"
"YTHDF3-DT",0.97342364393738,"YTHDF3-DT","up"
"ATOH8",0.973068562704751,"ATOH8","up"
"DARS2",-0.973002270611819,"DARS2","down"
"SH3D21",0.972962915263817,"SH3D21","up"
"EPHA1-AS1",0.972945118275748,"EPHA1-AS1","up"
"HECTD2",-0.972916021177488,"HECTD2","down"
"UBQLN4",-0.972818039563141,"UBQLN4","down"
"POLR3H",-0.972799099724648,"POLR3H","down"
"ENSG00000273209",0.972690101254289,"ENSG00000273209","up"
"ADAP1",0.972690101254289,"ADAP1","up"
"MPZL2",0.972690101254289,"MPZL2","up"
"TPR",-0.972572341054092,"TPR","down"
"CYP4V2",-0.972571830332679,"CYP4V2","down"
"MICAL2",0.972423638670369,"MICAL2","up"
"ZNF600",0.972404147269192,"ZNF600","up"
"ZNF423",-0.972377506691624,"ZNF423","down"
"ZC3HAV1L",-0.972367076565533,"ZC3HAV1L","down"
"PIH1D2",-0.972367076565533,"PIH1D2","down"
"ENSG00000231252",-0.972367076565533,"ENSG00000231252","down"
"INSRR",-0.972367076565533,"INSRR","down"
"ENSG00000241679",-0.972367076565533,"ENSG00000241679","down"
"H3C1",-0.972367076565533,"H3C1","down"
"MINDY4",-0.972367076565533,"MINDY4","down"
"ENSG00000294418",-0.972367076565533,"ENSG00000294418","down"
"PIGV",0.971823214634274,"PIGV","up"
"ENSG00000294118",0.971388812794848,"ENSG00000294118","up"
"ADGRD2",0.971388812794848,"ADGRD2","up"
"RIMS3",0.971194315425429,"RIMS3","up"
"TIE1",-0.970950412608921,"TIE1","down"
"ENSG00000275494",0.970889264645505,"ENSG00000275494","up"
"IFRD1",0.97060425969774,"IFRD1","up"
"PIK3IP1",0.970122689154095,"PIK3IP1","up"
"CYP4F26P",-0.969953028663411,"CYP4F26P","down"
"ENSG00000307891",0.9697671996145,"ENSG00000307891","up"
"ABHD15",0.969644781706842,"ABHD15","up"
"ENSG00000189229",0.969134160972975,"ENSG00000189229","up"
"RPP21",0.969134160972975,"RPP21","up"
"ENSG00000295132",0.969134160972975,"ENSG00000295132","up"
"TMEM86B",0.968444536179304,"TMEM86B","up"
"DISP2",-0.968270690378739,"DISP2","down"
"LGI4",0.968151111651748,"LGI4","up"
"SCRN1",0.967746318012151,"SCRN1","up"
"PRKACB-DT",0.967690382978185,"PRKACB-DT","up"
"BSN-DT",0.966862199809122,"BSN-DT","up"
"PUS1-AS1",0.966862199809122,"PUS1-AS1","up"
"ENSG00000275532",0.966862199809122,"ENSG00000275532","up"
"AKAP7",0.966824343733525,"AKAP7","up"
"ENSG00000286223",-0.966526197976473,"ENSG00000286223","down"
"ENSG00000286689",-0.966526197976473,"ENSG00000286689","down"
"ENSG00000285887",-0.966526197976473,"ENSG00000285887","down"
"HERC2P3",-0.966526197976473,"HERC2P3","down"
"CCL3",-0.966526197976473,"CCL3","down"
"ENSG00000265800",-0.966526197976473,"ENSG00000265800","down"
"ENSG00000299241",-0.966526197976473,"ENSG00000299241","down"
"ENSG00000268573",0.966325083257538,"ENSG00000268573","up"
"UTP14A",-0.96597676992008,"UTP14A","down"
"LGALS9",0.965948523375234,"LGALS9","up"
"ENSG00000289960",0.965948523375234,"ENSG00000289960","up"
"ATP1A2",-0.965818621645903,"ATP1A2","down"
"ZNF225-AS1",-0.96566914078518,"ZNF225-AS1","down"
"TGFB2",-0.96555989181785,"TGFB2","down"
"ZNF324B",-0.965455949380737,"ZNF324B","down"
"CPLANE2",0.964935394793648,"CPLANE2","up"
"ADCYAP1R1",-0.96490856221722,"ADCYAP1R1","down"
"TFIP11-DT",0.964815976281794,"TFIP11-DT","up"
"ITGA3",0.96431149518212,"ITGA3","up"
"PI4KB",-0.963972189713282,"PI4KB","down"
"AJUBA",0.963963731948321,"AJUBA","up"
"ENSG00000279561",0.963805641375784,"ENSG00000279561","up"
"ENSG00000293190",0.963805641375784,"ENSG00000293190","up"
"VWA2",0.963805641375783,"VWA2","up"
"ARHGAP8",0.963805641375783,"ARHGAP8","up"
"MYO7A",-0.963765667912611,"MYO7A","down"
"HSPA12B",-0.962559184630005,"HSPA12B","down"
"KCNK13",0.962537895212582,"KCNK13","up"
"RPL9P7",0.962537895212582,"RPL9P7","up"
"ENSG00000290535",0.962146735434984,"ENSG00000290535","up"
"TRIM46",-0.961784385849404,"TRIM46","down"
"ENSG00000279246",-0.961664542016438,"ENSG00000279246","down"
"ZNF385D",0.96151411725441,"ZNF385D","up"
"ELOCP19",0.961105228718592,"ELOCP19","up"
"RPL26L1-AS1",0.961105228718592,"RPL26L1-AS1","up"
"ENSG00000307123",0.961105228718592,"ENSG00000307123","up"
"PI15",0.961105228718592,"PI15","up"
"NEDD9",0.961105228718592,"NEDD9","up"
"RNASET2",0.960959003451431,"RNASET2","up"
"SLC12A8",-0.960793442160632,"SLC12A8","down"
"ENSG00000286391",-0.960573863422901,"ENSG00000286391","down"
"ENSG00000289407",0.960041882408512,"ENSG00000289407","up"
"ADAMTS3",-0.959924258282027,"ADAMTS3","down"
"MRPL3",0.959624094593942,"MRPL3","up"
"NTM",-0.959622903113298,"NTM","down"
"ZNF626",0.959548885080785,"ZNF626","up"
"PCDHGA6",0.959473220579751,"PCDHGA6","up"
"ENSG00000288764",0.959473220579751,"ENSG00000288764","up"
"TAS2R5",0.959473220579751,"TAS2R5","up"
"ENSG00000298184",0.959473220579751,"ENSG00000298184","up"
"PAH",0.958877557878932,"PAH","up"
"BHLHA15",-0.958852270091052,"BHLHA15","down"
"BTBD19",-0.958852270091052,"BTBD19","down"
"LINC01842",-0.958852270091052,"LINC01842","down"
"LINC03015",-0.958852270091052,"LINC03015","down"
"ENSG00000268288",-0.958852270091051,"ENSG00000268288","down"
"MIR4258",-0.958852270091051,"MIR4258","down"
"ALB",-0.958852270091051,"ALB","down"
"ENSG00000299105",-0.958852270091051,"ENSG00000299105","down"
"LINC00242",-0.958852270091051,"LINC00242","down"
"ENSG00000298006",-0.958852270091051,"ENSG00000298006","down"
"ABRAXAS1P2",-0.958852270091051,"ABRAXAS1P2","down"
"ENSG00000295607",-0.958852270091051,"ENSG00000295607","down"
"ENSG00000262202",-0.958852270091051,"ENSG00000262202","down"
"ENSG00000306752",-0.958852270091051,"ENSG00000306752","down"
"ENSG00000267677",-0.958852270091051,"ENSG00000267677","down"
"S100B",-0.958852270091051,"S100B","down"
"ENSG00000278869",-0.958852270091051,"ENSG00000278869","down"
"CCDC170",0.957597153942311,"CCDC170","up"
"ENSG00000287925",0.957597153942311,"ENSG00000287925","up"
"CBX7",0.957274979970252,"CBX7","up"
"DGLUCY",-0.956942802377094,"DGLUCY","down"
"CNKSR1",0.95642841194637,"CNKSR1","up"
"SRGAP2",-0.956092083298394,"SRGAP2","down"
"TMEM9B-AS1",0.95583991250595,"TMEM9B-AS1","up"
"AKR7L",-0.955729552333151,"AKR7L","down"
"GPATCH4",-0.95558037048375,"GPATCH4","down"
"LINC02994",0.955417855883065,"LINC02994","up"
"ENSG00000280347",0.955417855883065,"ENSG00000280347","up"
"KCNK15-AS1",0.955417855883065,"KCNK15-AS1","up"
"ENSG00000291159",0.955417855883065,"ENSG00000291159","up"
"NES",-0.954927637095151,"NES","down"
"CYP46A1",-0.954610605761375,"CYP46A1","down"
"SEZ6",-0.954506799815087,"SEZ6","down"
"PRDM11",-0.954126821502417,"PRDM11","down"
"ENSG00000285679",0.953932582888918,"ENSG00000285679","up"
"TMEM163",-0.953758901902595,"TMEM163","down"
"ACADS",0.953711921944838,"ACADS","up"
"ENSG00000288612",-0.953448911561718,"ENSG00000288612","down"
"ENSG00000293465",0.95340327005612,"ENSG00000293465","up"
"ENSG00000287987",0.952855341815243,"ENSG00000287987","up"
"NPY2R",0.952855341815243,"NPY2R","up"
"ENSG00000289223",0.952855341815243,"ENSG00000289223","up"
"ENSG00000289579",0.952855341815243,"ENSG00000289579","up"
"LINC01011",0.952340231556842,"LINC01011","up"
"TTPA",-0.952241971970225,"TTPA","down"
"ZFPM2",-0.952241971970225,"ZFPM2","down"
"ENSG00000279602",-0.952241971970225,"ENSG00000279602","down"
"MUC1",-0.951956741633019,"MUC1","down"
"ECHDC2",0.951699567636954,"ECHDC2","up"
"AIF1",-0.951494977627912,"AIF1","down"
"TMEM267",0.951197218077634,"TMEM267","up"
"TEKTIP1",0.950881075286292,"TEKTIP1","up"
"SAFB2",-0.950788841995739,"SAFB2","down"
"ZRANB2-DT",0.949798783381905,"ZRANB2-DT","up"
"H2BW2",0.949798783381905,"H2BW2","up"
"ENSG00000230615",0.949798783381904,"ENSG00000230615","up"
"VASH2",-0.949775481148712,"VASH2","down"
"TLCD2",0.949313354359529,"TLCD2","up"
"WDR81",-0.949237987368771,"WDR81","down"
"AZIN2",0.949115365538291,"AZIN2","up"
"GRASLND",-0.948911179656899,"GRASLND","down"
"P2RY8",0.948644627287638,"P2RY8","up"
"SLCO5A1",0.948610524246769,"SLCO5A1","up"
"ENSG00000232057",-0.948321602598882,"ENSG00000232057","down"
"RPSAP52",-0.948321602598882,"RPSAP52","down"
"ENSG00000231181",-0.948321602598882,"ENSG00000231181","down"
"ENSG00000286581",-0.948321602598882,"ENSG00000286581","down"
"NPHS2",-0.948321602598882,"NPHS2","down"
"ENSG00000295023",-0.948321602598882,"ENSG00000295023","down"
"TERC",-0.948321602598882,"TERC","down"
"ENSG00000287117",-0.948321602598882,"ENSG00000287117","down"
"GK3",-0.948321602598882,"GK3","down"
"CAMK2A",-0.948321602598882,"CAMK2A","down"
"ENSG00000287189",-0.948321602598882,"ENSG00000287189","down"
"GTF2I-AS1",-0.948321602598882,"GTF2I-AS1","down"
"ST18",-0.948321602598882,"ST18","down"
"ENSG00000279518",-0.948321602598882,"ENSG00000279518","down"
"SPOUT1",-0.948321602598882,"SPOUT1","down"
"FAM21EP",-0.948321602598882,"FAM21EP","down"
"ENSG00000254662",-0.948321602598882,"ENSG00000254662","down"
"ENSG00000293760",-0.948321602598882,"ENSG00000293760","down"
"ENSG00000254676",-0.948321602598882,"ENSG00000254676","down"
"DNAI7",-0.948321602598882,"DNAI7","down"
"ENSG00000274227",-0.948321602598882,"ENSG00000274227","down"
"LINC00571",-0.948321602598882,"LINC00571","down"
"ENSG00000303418",-0.948321602598882,"ENSG00000303418","down"
"ENSG00000296325",-0.948321602598882,"ENSG00000296325","down"
"ENSG00000269139",-0.948321602598882,"ENSG00000269139","down"
"ENSG00000291101",-0.948321602598882,"ENSG00000291101","down"
"ERVK9-11",-0.948321602598882,"ERVK9-11","down"
"ENSG00000286613",-0.948321602598882,"ENSG00000286613","down"
"C20orf144",-0.948321602598882,"C20orf144","down"
"ENSG00000271984",-0.948321602598882,"ENSG00000271984","down"
"ENSG00000285722",-0.948321602598882,"ENSG00000285722","down"
"SF3B4",-0.947955496943026,"SF3B4","down"
"GRID2IP",0.947831650487977,"GRID2IP","up"
"SMAGP",0.947708980683052,"SMAGP","up"
"DYSF",-0.947632842048286,"DYSF","down"
"USP28",0.94746948060298,"USP28","up"
"ADM5",-0.94734680861525,"ADM5","down"
"ZNF90",0.947115322871636,"ZNF90","up"
"RHBDL3",-0.946741432626135,"RHBDL3","down"
"ENSG00000264112",0.946740854461143,"ENSG00000264112","up"
"ADAM23",-0.946511544215011,"ADAM23","down"
"BCRP3",-0.946488444739928,"BCRP3","down"
"GLS2",0.946189901125099,"GLS2","up"
"SOX9-AS1",0.946090053727945,"SOX9-AS1","up"
"WDR87BP",0.946090053727945,"WDR87BP","up"
"ENSG00000284672",0.946090053727945,"ENSG00000284672","up"
"IGSF22",0.946090053727945,"IGSF22","up"
"ENSG00000293256",0.946090053727945,"ENSG00000293256","up"
"SERPINB5",0.946090053727945,"SERPINB5","up"
"VSTM5",-0.945726826646015,"VSTM5","down"
"LAMA2",0.945664432884533,"LAMA2","up"
"KLF10",0.945662476742683,"KLF10","up"
"MASP1",0.945534904114211,"MASP1","up"
"FIRRM",-0.945089561172225,"FIRRM","down"
"C2CD4D-AS1",-0.944772792287502,"C2CD4D-AS1","down"
"SALL2",-0.944381434066868,"SALL2","down"
"AUTS2",-0.943983226064629,"AUTS2","down"
"SYCP2",-0.943882537432385,"SYCP2","down"
"TOR4A",-0.943575890948232,"TOR4A","down"
"FBXO25",0.943357450922975,"FBXO25","up"
"THAP9-AS1",0.943012559127629,"THAP9-AS1","up"
"CUBN",-0.942923298673051,"CUBN","down"
"RTL6",-0.942917053375154,"RTL6","down"
"ALOX12",-0.942751344555936,"ALOX12","down"
"ANKRD17-DT",-0.942504276003568,"ANKRD17-DT","down"
"PRKG2",0.941795915936847,"PRKG2","up"
"B3GAT1",-0.941744958756212,"B3GAT1","down"
"TRIM7-AS2",0.941495479650695,"TRIM7-AS2","up"
"ENSG00000286084",0.941495479650695,"ENSG00000286084","up"
"RPL31P34",0.941495479650695,"RPL31P34","up"
"SLC12A9-AS1",0.941495479650695,"SLC12A9-AS1","up"
"ENSG00000239719",0.941495479650695,"ENSG00000239719","up"
"UNC5B-AS1",0.941495479650695,"UNC5B-AS1","up"
"ENSG00000301688",0.941495479650695,"ENSG00000301688","up"
"ENSG00000277369",0.941495479650695,"ENSG00000277369","up"
"ZNF709",0.941495479650695,"ZNF709","up"
"ENSG00000268650",0.941495479650695,"ENSG00000268650","up"
"ZNF382",0.941495479650695,"ZNF382","up"
"LINC02940",0.941495479650695,"LINC02940","up"
"SNAPIN",-0.941331999024196,"SNAPIN","down"
"FAT4",0.941043542912442,"FAT4","up"
"USP51",-0.94100054873884,"USP51","down"
"RHBDL1",0.94091631663975,"RHBDL1","up"
"MDGA2",0.940798609674151,"MDGA2","up"
"CDA",0.940441648310273,"CDA","up"
"VWA5B1",-0.939952064747772,"VWA5B1","down"
"NEXN",-0.93978082301313,"NEXN","down"
"PAPOLA-DT",0.939709965758321,"PAPOLA-DT","up"
"EFCAB13-DT",0.939709965758321,"EFCAB13-DT","up"
"HNRNPA1P12",-0.938814516854507,"HNRNPA1P12","down"
"SPHK2",-0.938684462311834,"SPHK2","down"
"VWA1",-0.938586528660267,"VWA1","down"
"HYKK",0.938341184781935,"HYKK","up"
"GMPR",0.93817129605813,"GMPR","up"
"TENT5C",0.93776999006364,"TENT5C","up"
"ENSG00000288756",0.93776999006364,"ENSG00000288756","up"
"PFKP-DT",0.93776999006364,"PFKP-DT","up"
"IDI1",-0.937653601953225,"IDI1","down"
"TMEM88B",-0.937616265090533,"TMEM88B","down"
"MT-ATP8",-0.936808161758685,"MT-ATP8","down"
"NLGN4X",-0.936400189213016,"NLGN4X","down"
"NDST1",-0.936345114528645,"NDST1","down"
"AIF1L",-0.936255388558891,"AIF1L","down"
"CEBPA-DT",0.936250263762453,"CEBPA-DT","up"
"TMEM132B",-0.935965505129404,"TMEM132B","down"
"ENSG00000270115",0.935654601061634,"ENSG00000270115","up"
"DDX59-AS1",0.935654601061634,"DDX59-AS1","up"
"OSR1",0.935654601061634,"OSR1","up"
"ENSG00000310473",0.935654601061634,"ENSG00000310473","up"
"ENSG00000225420",0.935654601061634,"ENSG00000225420","up"
"ENSG00000271964",0.935654601061634,"ENSG00000271964","up"
"ENSG00000287434",0.935654601061634,"ENSG00000287434","up"
"ENSG00000229282",0.935654601061634,"ENSG00000229282","up"
"GTF2H4",0.935654601061634,"GTF2H4","up"
"ENSG00000307919",0.935654601061634,"ENSG00000307919","up"
"ENSG00000277895",0.935654601061634,"ENSG00000277895","up"
"LINC02826",0.935654601061634,"LINC02826","up"
"NKPD1",0.935654601061634,"NKPD1","up"
"ENSG00000230107",0.935654601061634,"ENSG00000230107","up"
"TMEM101",0.935255363440106,"TMEM101","up"
"THBS1",0.935107062731275,"THBS1","up"
"ZNF618",-0.935066244848947,"ZNF618","down"
"MAN1A1",0.934946269126016,"MAN1A1","up"
"NBEA",-0.934856789022072,"NBEA","down"
"HS3ST3A1",0.934473153526358,"HS3ST3A1","up"
"RNF43",0.934290995061357,"RNF43","up"
"TMEM191A",0.933683032540397,"TMEM191A","up"
"EDEM3",-0.933573262148096,"EDEM3","down"
"POPDC2",0.933338878187408,"POPDC2","up"
"ENSG00000270933",0.933338878187408,"ENSG00000270933","up"
"ENSG00000223599",-0.932973638265446,"ENSG00000223599","down"
"ENSG00000261117",-0.932973638265446,"ENSG00000261117","down"
"DAZL",-0.932973638265446,"DAZL","down"
"ENSG00000288848",-0.932973638265446,"ENSG00000288848","down"
"ENSG00000286828",-0.932973638265446,"ENSG00000286828","down"
"ENSG00000253966",-0.932973638265446,"ENSG00000253966","down"
"C6orf58",-0.932973638265446,"C6orf58","down"
"ENSG00000213067",-0.932973638265446,"ENSG00000213067","down"
"CSGALNACT1",-0.932973638265446,"CSGALNACT1","down"
"ENSG00000271659",-0.932973638265446,"ENSG00000271659","down"
"SNORA65",-0.932973638265446,"SNORA65","down"
"ENSG00000307047",-0.932973638265446,"ENSG00000307047","down"
"SYCP3",-0.932973638265446,"SYCP3","down"
"PIK3R6",-0.932973638265446,"PIK3R6","down"
"ENSG00000266120",-0.932973638265446,"ENSG00000266120","down"
"MIOX",-0.932973638265446,"MIOX","down"
"ENSG00000237531",-0.932973638265446,"ENSG00000237531","down"
"SMG7",-0.93236752208004,"SMG7","down"
"TGFBR3",-0.931920905467122,"TGFBR3","down"
"CD44",0.931810401942304,"CD44","up"
"AMFR",0.931572161116962,"AMFR","up"
"PCDHGB1",0.931322180265602,"PCDHGB1","up"
"SBNO1-AS1",0.931322180265602,"SBNO1-AS1","up"
"DPP9",-0.931168740888602,"DPP9","down"
"LINC01414",0.9307929451016,"LINC01414","up"
"LRRC37A5P",0.9307929451016,"LRRC37A5P","up"
"AK1",-0.929884354342206,"AK1","down"
"SOCS1",0.929550099538099,"SOCS1","up"
"NR5A2",0.929266068107788,"NR5A2","up"
"ENSG00000272688",0.929221167698806,"ENSG00000272688","up"
"SNHG32",0.929212266789149,"SNHG32","up"
"LINC01936",-0.929021046639946,"LINC01936","down"
"ZBTB7C",-0.929021046639946,"ZBTB7C","down"
"COL9A1",-0.928249294982241,"COL9A1","down"
"B3GNT3",0.927980673176213,"B3GNT3","up"
"ENSG00000284747",0.927980673176213,"ENSG00000284747","up"
"ENSG00000309392",0.927980673176213,"ENSG00000309392","up"
"CCDC39-AS1",0.927980673176213,"CCDC39-AS1","up"
"ENSG00000285000",0.927980673176213,"ENSG00000285000","up"
"CYP2E1",0.927980673176213,"CYP2E1","up"
"LINC00958",0.927980673176213,"LINC00958","up"
"ENSG00000276390",0.927980673176213,"ENSG00000276390","up"
"ENSG00000258232",0.927980673176213,"ENSG00000258232","up"
"ENSG00000259137",0.927980673176213,"ENSG00000259137","up"
"PPP1R36",0.927980673176213,"PPP1R36","up"
"PERPP2",0.927980673176213,"PERPP2","up"
"ENSG00000267263",0.927980673176213,"ENSG00000267263","up"
"ENSG00000309896",0.927980673176213,"ENSG00000309896","up"
"CCL25",0.927980673176213,"CCL25","up"
"ENSG00000275632",-0.927208615445684,"ENSG00000275632","down"
"ZEB2",-0.927019000467407,"ZEB2","down"
"PDE5A",0.926838999383406,"PDE5A","up"
"AFAP1L1",0.926683285462081,"AFAP1L1","up"
"PLXNA4",-0.926673649909707,"PLXNA4","down"
"POU3F4",-0.926656902428271,"POU3F4","down"
"C1orf198",-0.926312395216002,"C1orf198","down"
"SLC35A4",-0.926168460360332,"SLC35A4","down"
"ENSG00000304817",-0.926168460360332,"ENSG00000304817","down"
"ENSG00000277715",0.926147515317259,"ENSG00000277715","up"
"ZNF625",0.926147515317259,"ZNF625","up"
"IFITM3",0.92604997288104,"IFITM3","up"
"TRIM38",0.925811614258492,"TRIM38","up"
"ARHGEF11",-0.925449787883634,"ARHGEF11","down"
"MIXL1",0.925324998167905,"MIXL1","up"
"HAND2-AS1",0.925324998167905,"HAND2-AS1","up"
"CKAP2-DT",0.925324998167905,"CKAP2-DT","up"
"DUSP16",-0.925182933058132,"DUSP16","down"
"SOX8",0.925167201548471,"SOX8","up"
"KCNN2",-0.925003484552088,"KCNN2","down"
"RSL24D1P11",0.924964059341351,"RSL24D1P11","up"
"ENSG00000230648",0.924857955418313,"ENSG00000230648","up"
"ARHGEF40",-0.924796513543554,"ARHGEF40","down"
"RAB42",-0.924776485298826,"RAB42","down"
"H1-0",0.924691049267338,"H1-0","up"
"PRRC2C",-0.92468712840796,"PRRC2C","down"
"CCL2",0.924556892178304,"CCL2","up"
"TOE1",-0.923868558874343,"TOE1","down"
"DSC3",0.923739008846537,"DSC3","up"
"LARGE2",0.9237259784015,"LARGE2","up"
"NIPA1",0.923556073071309,"NIPA1","up"
"DNM3",-0.923406659965074,"DNM3","down"
"PYCR1",0.923169176082253,"PYCR1","up"
"POGZ",-0.922658369718238,"POGZ","down"
"GCC2-AS1",0.92257731464688,"GCC2-AS1","up"
"REEP6",0.922184037957719,"REEP6","up"
"NBPF12",-0.921734137347874,"NBPF12","down"
"AHCTF1P1",-0.921419160933024,"AHCTF1P1","down"
"ENSG00000225531",0.921370375055387,"ENSG00000225531","up"
"LPXN",0.921370375055387,"LPXN","up"
"SP8",0.921172888752448,"SP8","up"
"WARS1",0.921135420210065,"WARS1","up"
"ENSG00000293470",0.919858512154766,"ENSG00000293470","up"
"ZNF529-AS1",0.919858512154766,"ZNF529-AS1","up"
"LINC00951",-0.919858138475188,"LINC00951","down"
"HERC3",0.919686049282454,"HERC3","up"
"UNC5A",0.919484119578844,"UNC5A","up"
"ENSG00000279726",-0.918927817604073,"ENSG00000279726","down"
"MXD4",-0.918830205476674,"MXD4","down"
"L1TD1",-0.918822779611581,"L1TD1","down"
"WFDC2",0.918528092000009,"WFDC2","up"
"ANGPTL4",0.918503837024466,"ANGPTL4","up"
"RHOB",0.918315255003562,"RHOB","up"
"ENSG00000237188",-0.918138597102504,"ENSG00000237188","down"
"ENSG00000151303",-0.918138597102504,"ENSG00000151303","down"
"ENSG00000280202",-0.918138597102504,"ENSG00000280202","down"
"UXT-AS1",-0.918138597102504,"UXT-AS1","down"
"ATP10A",-0.918086779882439,"ATP10A","down"
"SORBS3",0.918077264407355,"SORBS3","up"
"SLC48A1",0.91787076982582,"SLC48A1","up"
"GNB1-DT",0.917450005684044,"GNB1-DT","up"
"ENSG00000290850",0.917450005684044,"ENSG00000290850","up"
"ENSG00000299392",0.917450005684044,"ENSG00000299392","up"
"ENSG00000224985",0.917450005684044,"ENSG00000224985","up"
"TRAF3IP3",0.917450005684044,"TRAF3IP3","up"
"ENSG00000273064",0.917450005684044,"ENSG00000273064","up"
"MARCHF11",0.917450005684044,"MARCHF11","up"
"NPR3",0.917450005684044,"NPR3","up"
"DCDC2",0.917450005684044,"DCDC2","up"
"ENSG00000308871",0.917450005684044,"ENSG00000308871","up"
"ENSG00000307275",0.917450005684044,"ENSG00000307275","up"
"ENSG00000307361",0.917450005684044,"ENSG00000307361","up"
"ENSG00000289401",0.917450005684044,"ENSG00000289401","up"
"ENSG00000261505",0.917450005684044,"ENSG00000261505","up"
"ZNF747-DT",0.917450005684044,"ZNF747-DT","up"
"ENSG00000247033",0.917450005684044,"ENSG00000247033","up"
"ENSG00000280033",0.917450005684044,"ENSG00000280033","up"
"PRAM1",0.917450005684044,"PRAM1","up"
"NR0B1",0.917450005684044,"NR0B1","up"
"AHCTF1",-0.917018854957491,"AHCTF1","down"
"LINC01768",-0.91687196397383,"LINC01768","down"
"RASAL2-AS1",-0.916520772384732,"RASAL2-AS1","down"
