""	logFC	AveExpr	t	P.Value	adj.P.Val	B
PRDM5	-5.28385376454911	4.49371865915664	-19.1943721006397	1.24733014973849e-06	6.4788558131115e-06	6.2496065152575
LPIN2	-4.66442030961035	4.8946760494396	-19.1926875434652	1.24798030357847e-06	6.48052546042965e-06	6.28830365277008
SLC41A1	-6.79869713581957	6.37617924579053	-19.1916424067636	1.24838387169847e-06	6.48052546042965e-06	6.36510264613533
STARD4	-6.16274718398715	6.54107361352085	-19.1912165665416	1.24854834879192e-06	6.48052546042965e-06	6.36971969910903
CNTROB	-4.84745242507887	4.97249084924156	-19.1908520926203	1.24868914371231e-06	6.48052546042965e-06	6.29419779201504
COL4A5	-6.32198083336757	5.7890222304189	-19.1897961251744	1.24909716432913e-06	6.48110943363538e-06	6.34311939754705
SRFBP1	-4.34993459095017	4.4064823482181	-19.1892183320722	1.24932048640682e-06	6.48110943363538e-06	6.23814672799694
TTC27	-4.37754885692381	5.12821684735314	-19.1878512997871	1.24984904135067e-06	6.48250538698467e-06	6.3051242552658
MTFMT	-4.36497676323881	4.56449681010072	-19.1836538743466	1.25147357795471e-06	6.48958403313001e-06	6.25446710246984
SLC35B2	-6.05568623305555	5.61072874947055	-19.1809671221569	1.25251472596258e-06	6.49363517606333e-06	6.33226614442807
PI4K2B	-4.2853231504279	4.78998118863946	-19.1794483448744	1.25310371590688e-06	6.49534092079203e-06	6.27556115247279
MT-CYB	-12.3495182638277	10.3413180856328	-19.1779752915354	1.25367528178071e-06	6.49695566065326e-06	6.40656548445607
EIF4ENIF1	-5.73419231874476	5.19306547422634	-19.1769558350987	1.25407102316867e-06	6.4976587397026e-06	6.30669387232207
SUCLG2	-5.87051380849221	6.11059125298703	-19.1738549949617	1.25527562786494e-06	6.50255158336671e-06	6.35138155292543
LARP1B	-4.87103130340645	4.9952096786106	-19.1667256474704	1.2580503249211e-06	6.51557407086002e-06	6.28950016552973
RABGGTB	-5.03170343740959	5.68425471891986	-19.1592766416946	1.26095705842556e-06	6.52864750067812e-06	6.32977689236145
PLOD1	-6.8266038331053	6.61318459791771	-19.1589179694844	1.26109721574898e-06	6.52864750067812e-06	6.36237978443123
DONSON	-4.2106178206895	4.88217813749775	-19.1575442288466	1.26163419619806e-06	6.53007432314321e-06	6.27781736255506
USP25	-6.53228448288525	6.17735349474502	-19.1511828292519	1.26412427036994e-06	6.54041545276452e-06	6.34724169163443
ADAM9	-6.54059075136998	5.5706518559211	-19.1511026073831	1.26415570850944e-06	6.54041545276452e-06	6.32194189638539
CBFA2T2	-4.97738219881506	4.69968329721371	-19.149579252644	1.26475286854487e-06	6.542150241765e-06	6.25919752770876
AFMID	-4.89738041155855	4.65477003497941	-19.1478980092252	1.26541230254988e-06	6.54420636864131e-06	6.25434926483914
FAM8A1	-4.42480724091174	4.4459294156132	-19.1464168382607	1.26599359368195e-06	6.54495701951464e-06	6.23160800494724
RHPN2	-4.37346950721572	4.88347696143025	-19.1461932134005	1.26608138309775e-06	6.54495701951464e-06	6.27487174090169
HEBP2	-5.87375183484669	5.19700007468183	-19.14486288086	1.26660378416727e-06	6.54630304998656e-06	6.2981874724795
NLRP2	-4.14306562004146	6.94298960794022	-19.1271348748345	1.27358929698948e-06	6.58017749296903e-06	6.36099227852403
ECD	-6.49941337531284	6.39861591783991	-19.1268935616268	1.27368469244309e-06	6.58017749296903e-06	6.34726135976588
ITM2A	-5.55746688939838	5.02193246860868	-19.1226727594157	1.27535459688766e-06	6.58744247439349e-06	6.27962766273865
PMPCB	-7.18627637439509	6.76466482620011	-19.1218704480116	1.27567230885531e-06	6.58772157181501e-06	6.35544211383523
ERAP1	-5.56410247978741	5.18659541417485	-19.1208502142098	1.27607645021594e-06	6.5884467931794e-06	6.2909060381331
LYN	-7.06437015386918	6.52347769560788	-19.1181528344633	1.27714567095103e-06	6.59260484360342e-06	6.34826641272373
NCAN	-5.58124582086711	4.1929340933592	-19.115089649422	1.27836115853836e-06	6.59751604728826e-06	6.1921281440779
SOWAHC	-4.23978788715248	4.53601449251671	-19.111148221165	1.27992711849528e-06	6.60423360770057e-06	6.23233605502364
SLC6A8	-6.68265944594215	7.17983092463295	-19.106592967277	1.28173973766881e-06	6.61222085606391e-06	6.35977156831089
ITM2B	-8.35013309843274	7.67349242345571	-19.0999515452602	1.2843878366686e-06	6.62451397839148e-06	6.36596039805357
SPAG7	-5.96766359338316	6.06047475786126	-19.098704571631	1.28488574545757e-06	6.62571423416137e-06	6.32825736341756
OAZ2	-7.40384594634902	7.92154567186318	-19.0969852618789	1.28557262350459e-06	6.62707138006256e-06	6.36839969770975
POU3F4	-6.18056335277897	2.42071247404447	-19.0967180028397	1.28567943400429e-06	6.62707138006256e-06	5.85142907914811
TUBA4A	-4.22637118437841	5.48531864051911	-19.0946303080839	1.28651414002194e-06	6.63000603842991e-06	6.30170496386337
SERINC2	-5.52276007399062	5.68634969987345	-19.0927023333028	1.28728554663787e-06	6.63261334237997e-06	6.31123578764596
PES1	-6.52409589424387	7.16069908521894	-19.0891601962262	1.28870420289423e-06	6.63855377424935e-06	6.35430393471557
CEP104	-4.46918259559449	4.736197253958	-19.0884836797665	1.28897536040811e-06	6.63858181909629e-06	6.24628156858424
CTDSP2	-6.62445401258168	7.29762528186229	-19.0868618126686	1.28962569845649e-06	6.64036992152533e-06	6.35612109491801
ARRDC3	-6.3316051903889	4.72366315294492	-19.086292392334	1.28985411580061e-06	6.64036992152533e-06	6.24453959797024
E2F7	-5.69081760944359	5.25192586986753	-19.0845295168039	1.29056157445927e-06	6.64264325840345e-06	6.28520699137298
ARMC10	-5.44582482694151	5.39080709965677	-19.0815095448921	1.29177456739833e-06	6.64751715589699e-06	6.29282780900044
TMEM106B	-7.32712414450527	6.38996475312018	-19.0738444766085	1.29485925757014e-06	6.66118240401943e-06	6.3317769671317
TC2N	-4.5419844981997	5.07154731847838	-19.0735863297323	1.29496329396103e-06	6.66118240401943e-06	6.26992782691867
SCPEP1	-5.30224695166288	5.4286104828754	-19.0678318764833	1.29728493698119e-06	6.67175110447471e-06	6.29116420362588
C5orf22	-6.76732520203369	6.1491370401403	-19.065052850231	1.29840787355906e-06	6.67615194751999e-06	6.32175401557244
TTI2	-4.288228092105	4.69411095021632	-19.0593369589091	1.30072108318955e-06	6.68591550171869e-06	6.23456918698143
POFUT1	-5.44635014111304	5.84244328215015	-19.0590386273171	1.30084194900154e-06	6.68591550171869e-06	6.30859040332543
TTC5	-4.72115554705012	4.53637493872086	-19.0562516083676	1.30197171109658e-06	6.69034578980603e-06	6.21784073605439
USP4	-4.51949719660649	4.97288036831655	-19.0553286999434	1.30234607820072e-06	6.69089336166294e-06	6.25749731014489
INTS9	-4.33033296353115	4.78095058063136	-19.0535392604011	1.30307230055675e-06	6.69324801749792e-06	6.24096127408408
RPS27A	-8.70271402809406	7.97686411027844	-19.0466429557641	1.30587549327927e-06	6.70626789806561e-06	6.35404970204982
ZNF211	-4.33411794786987	4.33994905358046	-19.0459277073812	1.30616662709047e-06	6.70638450703418e-06	6.19283828181712
TOP3A	-5.10246333632786	5.51788190452378	-19.0428498503824	1.3074202962829e-06	6.71128602449864e-06	6.28899068058021
BRMS1L	-5.15663846421428	4.12123823832978	-19.0422653900871	1.30765851614071e-06	6.71128602449864e-06	6.16371126628705
TCFL5	-5.14055061398406	4.97525408488778	-19.0414825664109	1.30797766595788e-06	6.71154528779866e-06	6.25390995315746
ENSG00000309777	-5.89278592199779	5.97521095294032	-19.0405517238627	1.30835727964538e-06	6.71211463545386e-06	6.30858684207519
TATDN3	-5.39052637702531	4.43203498573379	-19.0389983425389	1.30899106093989e-06	6.71398740844225e-06	6.20177957236956
TIMP1	-5.32114156154008	5.42372968266508	-19.0368044090002	1.30988679694801e-06	6.7172027370585e-06	6.28225237241214
PMF1	-5.88097589822586	5.4691746156788	-19.0353597156793	1.31047702372567e-06	6.718137147394e-06	6.28430506160914
TBK1	-5.46440897919899	5.31756011485604	-19.0350421487034	1.31060680661217e-06	6.718137147394e-06	6.27556654710809
FHIP2A	-4.42503118644313	4.19978457922487	-19.0332851975348	1.31132510561638e-06	6.71968820323636e-06	6.1718835792535
CDK18	-5.85792221944464	6.15021790283444	-19.0329305952594	1.31147013415798e-06	6.71968820323636e-06	6.31259905390467
LSM12P1	-4.8391060243063	5.08079454968987	-19.0323288772541	1.31171627310213e-06	6.71968820323636e-06	6.25927746226252
UBQLN2	-5.89330964272971	5.98740735974395	-19.0272369943241	1.3138013137863e-06	6.72898975474309e-06	6.30524242813092
HMGA2	-9.86875314978553	8.85985762326238	-19.0263500607256	1.31416489249136e-06	6.72947236605946e-06	6.35573428012534
WDR20	-4.85255920176032	4.54679935229151	-19.0245637324948	1.3148975134542e-06	6.73184415494665e-06	6.21050670335489
LRIG2	-5.4535712812949	5.0302269940852	-19.0217086340822	1.31606945272441e-06	6.73521129199022e-06	6.25270668679543
MBOAT2	-4.83447597788742	4.96644441115103	-19.0216479830323	1.3160943614912e-06	6.73521129199022e-06	6.24780377475742
SERPINB1	-4.32791605827173	4.29069425630321	-19.0197519730583	1.31687331012306e-06	6.73781748517603e-06	6.17996300004603
TMA16	-4.48756991356067	5.09534397358142	-19.016708691584	1.31812472078292e-06	6.74283948076177e-06	6.25600467367146
EZH1	-4.47625455364275	4.3550405310658	-19.0144610569184	1.31904984645454e-06	6.74619065789567e-06	6.18637350753385
FAM171B	-6.82562094212961	5.47205574724434	-19.0128544955335	1.31971156962816e-06	6.74702507706036e-06	6.27816453749248
PTPRN2	-5.41175021776174	3.52762511354484	-19.0124816812851	1.31986518251766e-06	6.74702507706036e-06	6.06208601168122
GINS4	-4.96674444010606	5.71631004295288	-19.0120983320742	1.32002315788789e-06	6.74702507706036e-06	6.28991065412638
LRIG3	-4.79000460478461	3.96436897698928	-19.0063968680785	1.32237528799879e-06	6.7576650021194e-06	6.13217711352457
FHL2	-4.64468470607766	4.63923471767964	-18.9974671012573	1.32606905785119e-06	6.77515528453049e-06	6.21266404191386
CAMK1D	-4.60687560243498	4.21486093528188	-18.9944826500384	1.3273062425456e-06	6.78008979017774e-06	6.16375116084891
BLM	-6.18484648380129	6.1255458800447	-18.9930535370664	1.32789914750734e-06	6.78067434863829e-06	6.30034870751426
GTPBP1	-6.6226046081163	7.16744380697676	-18.9928985170656	1.32796348014278e-06	6.78067434863829e-06	6.32612689035108
ZNF875	-4.9308506400805	4.82481624174099	-18.9915300720908	1.32853153628071e-06	6.78152021259349e-06	6.22805582284218
RPL34	-8.67252398475291	8.1856493911918	-18.9911917819752	1.32867200771074e-06	6.78152021259349e-06	6.33967473520765
TMEM192	-4.3211843247583	4.24776086613156	-18.9898883722672	1.32921339655555e-06	6.78289777359965e-06	6.16676925529607
TKT	-9.30780733513398	9.90325122819526	-18.9890509666462	1.32956135974104e-06	6.78328793379011e-06	6.34794627360199
CREB3L2	-4.44779822780103	5.35637152990671	-18.9877678253478	1.33009474302107e-06	6.78462373614506e-06	6.26473090591532
PRKRIP1	-4.51587673523864	4.30340262283884	-18.9867428376826	1.33052099446559e-06	6.78541264048343e-06	6.17288439258202
R3HCC1L	-4.70278915899686	4.6447924988922	-18.9789872097872	1.33375140710396e-06	6.80049901124193e-06	6.20824260054946
SHROOM4	-4.77953480257381	3.88098638409547	-18.9734718213706	1.33605425755634e-06	6.81085075918946e-06	6.11119589672445
RUFY1	-5.62011082380732	4.87426818687065	-18.9727375742294	1.33636117797752e-06	6.81102563659532e-06	6.22711584101003
GXYLT1	-4.9428023063932	4.76178241437202	-18.970923388773	1.33711987199576e-06	6.8135025253808e-06	6.21691841752316
SPATA2	-4.22552329697948	4.5868454528511	-18.9693254859588	1.33778853158931e-06	6.81551971313768e-06	6.19986194717838
NDUFAF1	-4.65455094299087	4.24943549900154	-18.9672486702905	1.33865817899288e-06	6.81855982547568e-06	6.16106182398207
GSS	-5.45464343437071	5.54962816279752	-18.9629525134777	1.3404592437991e-06	6.82634197861326e-06	6.26817925595537
FOXO1	-6.70498691511759	5.9093781027565	-18.9619695952118	1.34087170591133e-06	6.82636069304e-06	6.28367865405865
SHQ1	-4.16192932198069	4.81364618644604	-18.9616415956756	1.34100937725906e-06	6.82636069304e-06	6.21897259232681
FGD6	-7.0476251881703	5.77115956671831	-18.9604873839389	1.34149396570661e-06	6.82743639014342e-06	6.27767937072333
ARHGAP28	-5.93186887937251	5.56509102475593	-18.9535782745739	1.34439897546469e-06	6.84082769918732e-06	6.26630633433261
ZNF813	-4.18655150887195	4.60880648083209	-18.9527755141891	1.34473697918834e-06	6.841154283861e-06	6.19763610676344
EFR3A	-5.16722410506741	5.36922552573964	-18.9492975789075	1.34620251290586e-06	6.84652706623208e-06	6.25471830815351
ZNF252P	-4.51832366271929	4.57951333432379	-18.9478642399884	1.34680703456102e-06	6.84652706623208e-06	6.19336336328732
MXRA5	-7.04496842593308	4.7065929735822	-18.9470988543764	1.34712997117126e-06	6.84652706623208e-06	6.20550427873302
PLEKHA2	-5.06594935228666	4.52563954776371	-18.9470910902249	1.34713324753555e-06	6.84652706623208e-06	6.18764582000891
GOLM2	-6.71859896353532	6.2567042669279	-18.9469831715772	1.34717878866874e-06	6.84652706623208e-06	6.29125044645735
ZC3HC1	-4.82348632990323	5.34272799338689	-18.945795000848	1.34768030927299e-06	6.84652706623208e-06	6.25220103509958
CHRNA5	-5.29370436474196	4.85894461493727	-18.9457215023727	1.3477113397266e-06	6.84652706623208e-06	6.21848432946396
TLN2	-4.95452656751472	5.37183418798146	-18.9448721535227	1.34806998816965e-06	6.84695681732678e-06	6.25362820688723
BCL2L11	-4.27225869259104	4.35568729822907	-18.9342299302793	1.352573230384e-06	6.86843284307191e-06	6.16529421930012
TAF1B	-4.34725943385789	4.7005404862584	-18.9322730563354	1.35340318294281e-06	6.87125078696265e-06	6.20093845205187
CILK1	-5.28398458493845	4.74120651242915	-18.930295827943	1.35424237019897e-06	6.87407538849267e-06	6.20406420703463
NSMF	-5.70751082101631	6.34485008275433	-18.9284374735751	1.35503165624293e-06	6.87407538849267e-06	6.28846676563728
KCNQ2	-6.28858794632388	6.30163204428909	-18.9283350773287	1.35507516185252e-06	6.87407538849267e-06	6.28719853958706
DNAAF9	-4.45711001957794	4.24197042033704	-18.9278727365383	1.35527161915458e-06	6.87407538849267e-06	6.14979588030077
ESYT1	-6.41369797925674	7.23821316538	-18.9277230542077	1.35533522909522e-06	6.87407538849267e-06	6.30808385700516
MON2	-4.8424501685758	4.83426436531789	-18.924565705262	1.35667780573701e-06	6.87948818724039e-06	6.21062684721555
MSL2	-5.91203430071159	5.59122425623791	-18.9139905926889	1.36118586977551e-06	6.90094719368329e-06	6.25638399722232
SEL1L	-5.69814551447366	5.5770826831652	-18.9115942665264	1.36220982047701e-06	6.90473730062846e-06	6.25502624279802
ZNF266	-4.2727666498177	4.41981470115882	-18.9075170062437	1.36395409532011e-06	6.91217629157763e-06	6.16554127669003
SELENOK	-4.56380173389348	4.4160434751472	-18.9065340727059	1.36437498851613e-06	6.91290706004601e-06	6.16485342818642
ME1	-4.65593309417546	4.17250962242104	-18.9037394463363	1.36557247645552e-06	6.91757152306666e-06	6.13460662588365
SLAIN1	-5.95622474313227	5.46135383166293	-18.9009392468532	1.36677357927044e-06	6.92225240310005e-06	6.24614660970413
PHF21B	-4.83904184877483	4.13237081485517	-18.8982174873906	1.36794221471479e-06	6.92676698265797e-06	6.12788270688199
UTP3	-5.02676402893017	5.51546341449299	-18.8912871661073	1.37092312370549e-06	6.94045457399349e-06	6.2462115571821
SMYD2	-5.40465967654698	3.69069547844188	-18.8905477446855	1.37124161385119e-06	6.94066055114631e-06	6.0598961779586
GNAQ	-7.78885235064353	6.87926638558158	-18.880670575968	1.3755042626799e-06	6.96082610872892e-06	6.2874302835861
TRNP1	-5.83916507526057	5.09310945562923	-18.8791292625817	1.37617083079077e-06	6.96278899078098e-06	6.21781862045085
ARHGAP31	-4.7515557141805	3.6320895132359	-18.8778230312105	1.37673602780693e-06	6.96423829089458e-06	6.04689988172664
FHIP1A	-3.97822788910886	4.90611378119711	-18.8752046894377	1.3778697792179e-06	6.96856246234414e-06	6.20293153791802
FANCA	-5.17534683970877	5.55311679131813	-18.8718805415424	1.3793107127429e-06	6.97443813947956e-06	6.24259058355875
GRIPAP1	-4.41671347842256	5.15422057167819	-18.8686773548992	1.38070087177534e-06	6.97979875685475e-06	6.21901033931768
BAZ1A	-6.5678668364577	5.61866806336385	-18.8681506699234	1.38092960515262e-06	6.97979875685475e-06	6.24463424973453
DHRSX	-4.97361617546187	4.73950321954576	-18.8670065480905	1.38142663637463e-06	6.98089868187373e-06	6.18669176369642
BEX2	-6.46689509883589	5.47958460146331	-18.865063165329	1.38227136096112e-06	6.98342913342769e-06	6.23695000882202
MORN4	-5.44391702713343	4.98266920004251	-18.8645686393656	1.38248641106041e-06	6.98342913342769e-06	6.20588642814747
KIZ	-5.48812490966309	5.01367289464615	-18.8623749621261	1.38344082543154e-06	6.98559836880195e-06	6.20757648455983
NDUFA4P1	-6.50984615825642	5.35443769082833	-18.8621849505255	1.38352353082456e-06	6.98559836880195e-06	6.22940839680025
MED14	-7.28056176302502	6.88704844521513	-18.8616540216382	1.38375465606792e-06	6.98559836880195e-06	6.28196624495452
NIT2	-4.80622645920203	4.61001551583006	-18.8602127085303	1.38438231853226e-06	6.98699808522582e-06	6.17278901297949
PPP1R2	-5.61037767276653	5.666817233515	-18.8594375263189	1.38472003157443e-06	6.98699808522582e-06	6.24432295813809
FBXW7	-4.28517277939401	4.4367171726404	-18.8590913003131	1.38487089809631e-06	6.98699808522582e-06	6.15450892861545
LCMT2	-4.55342705294031	4.34100144908457	-18.8573995637785	1.38560834026138e-06	6.98930724269942e-06	6.14321561962512
AUH	-4.4020507831725	4.12790887992326	-18.8503288795134	1.3886954609225e-06	7.00346536045375e-06	6.11477189891016
TJP1	-7.63318580066245	7.46589289378212	-18.8484596051095	1.38951293908733e-06	7.00617381839715e-06	6.28801558251874
RASA1	-6.09675225504565	5.97658691406317	-18.8471294566266	1.39009498566195e-06	7.00769433449921e-06	6.25317889956441
ELAC2	-6.26845890567999	6.92339057688781	-18.8449513501658	1.39104869456005e-06	7.0110874692129e-06	6.27774513810404
ERAL1	-5.95207852153424	6.53904932453188	-18.8436674514483	1.39161122100223e-06	7.01250801644206e-06	6.26887263855667
DPY19L4	-4.72394965606681	4.52200379272592	-18.840371683407	1.39305643865759e-06	7.01666538676474e-06	6.15861559782398
EMB	-6.37609836489621	5.94962668582318	-18.8392870403797	1.39353244421694e-06	7.01666538676474e-06	6.24995924211796
ZNF274	-4.60405852630952	4.55925957247007	-18.8392572309953	1.39354552901117e-06	7.01666538676474e-06	6.16207538410552
ZBTB33	-7.6792570300114	6.17865819535618	-18.8392251202967	1.39355962412451e-06	7.01666538676474e-06	6.25759977659189
SERINC5	-6.00192059687398	6.78971264327905	-18.8365802864483	1.39472115375895e-06	7.02109879216474e-06	6.27253262540204
MMD	-6.54529017223933	6.2443639789543	-18.8303163863406	1.3974765621749e-06	7.03224504236881e-06	6.25700342987447
ZIC5	-6.85750240254919	6.37502623182817	-18.8302671077094	1.3974982643036e-06	7.03224504236881e-06	6.26069113771142
CAMSAP2	-6.83262745151845	5.71757255393464	-18.8258037313638	1.39946554624434e-06	7.04072638086359e-06	6.23693698559811
SETD7	-4.97987137656163	3.8370359775817	-18.8237055218857	1.40039146839592e-06	7.04356511587974e-06	6.06625176329468
FOXRED2	-5.77574719120181	5.54439222689335	-18.8232476010349	1.40059363975707e-06	7.04356511587974e-06	6.22833801763049
