WT_P62	Y2_P37_28	YT2_P37_7_17
0	0	0
52	67	46
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	19	23
1	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
147	685	817
480	718	781
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
22	40	16
517	842	1007
2	2	0
71	68	63
0	0	0
3	2	0
462	193	84
0	1	0
77	95	173
0	0	0
1	0	1
0	0	0
0	6	2
4350	4379	4248
5	5	14
0	4	24
190	1349	1792
0	0	0
0	0	0
11	18	7
390	263	205
0	0	0
2820	4157	3205
1522	2257	2249
0	0	0
79	76	30
11	11	3
0	0	0
0	0	0
400	410	507
1	2	5
0	0	0
0	0	0
0	0	0
0	0	0
62	181	118
0	0	0
0	0	0
0	0	0
3806	2558	2630
0	0	0
1775	2640	2404
384	645	597
0	4	14
0	0	0
0	0	0
1	5	1
11	12	2
0	0	0
0	0	0
0	0	0
0	0	0
6	4	4
0	0	0
8673	8851	10201
1	0	0
0	0	0
0	0	0
0	0	0
8	4	2
21	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
37	135	80
0	0	0
0	0	0
0	0	0
167	40	27
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
134	278	59
0	0	0
0	0	0
0	0	0
1	2	0
0	0	0
52	262	69
21	66	45
0	0	0
128	500	462
0	0	1
95	131	19
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
434	694	573
7	12	4
1122	1884	1788
1	4	0
0	2	0
194	214	141
365	574	275
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
354	889	467
0	0	0
0	0	0
441	831	838
0	2	6
0	0	0
0	0	0
1923	869	555
0	0	0
0	0	0
0	0	0
0	0	0
848	2060	2338
1	0	1
0	0	0
0	0	0
19	31	64
1	0	2
0	0	0
0	0	0
4	0	1
141	373	1318
1	6	10
0	0	0
0	0	0
0	0	1
2514	4268	4899
288	111	48
0	0	0
0	0	0
0	0	0
0	0	0
2688	5040	5123
0	0	0
0	0	0
6	10	5
0	0	0
0	0	0
0	0	0
15	20	4
0	0	0
6	2	1
15	33	33
1920	2579	3632
22443	40329	13253
3	12	2
3	3	1
0	1	0
1	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	3	2
0	0	0
262	643	591
3	1	1
1847	2495	2984
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	3
2	0	1
0	0	0
0	0	0
0	0	0
0	0	0
3293	5735	6423
1	2	4
10	12	24
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	1	3
0	0	0
0	0	0
0	0	1
2	3	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	11	1
0	0	0
0	1	0
186	410	177
1	1	3
6	35	6
0	0	0
0	0	0
11	25	24
140	57	55
6	12	9
1	1	2
0	0	0
65	59	54
8311	12219	12959
39	39	80
360	366	375
3	3	1
223	480	408
12	40	28
0	2	0
1	20	21
18665	42632	54033
0	0	0
0	1	0
1617	2641	2696
0	1	1
0	0	0
1	8	2
0	0	0
1	0	0
0	0	0
13	33	7
0	0	0
2	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	8
2	8	18
4111	5318	4537
0	0	0
0	0	0
70	35	38
40	56	55
0	0	0
4	5	6
0	0	0
0	0	1
1	0	0
1794	2523	3135
6208	9199	12040
0	0	0
0	0	0
3	7	2
0	0	0
0	0	0
1163	2688	2151
0	0	0
752	1354	1297
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
3	9	2
0	0	0
0	0	0
1	0	0
0	1	0
334	145	92
0	1	0
1	0	0
258	573	885
0	0	0
0	0	0
0	0	0
1	12	0
0	0	1
6	0	5
0	0	0
0	0	0
1	17	1
6	49	0
0	3	0
0	0	0
3523	6696	6510
6	14	4
0	1	0
0	0	0
0	0	0
0	1	0
0	0	0
1329	2021	1740
0	0	0
0	0	0
4	4	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
2	1	0
0	0	0
0	0	1
8	9	15
13	4	16
0	1	0
17	8	14
0	0	0
135	241	275
1	0	2
0	0	0
468	540	337
24	26	26
0	0	0
1	0	0
27	7	20
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
45	89	42
5377	7822	5110
0	0	0
0	0	0
0	0	0
6	5	0
11	28	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
322	481	696
224	1267	2124
39	161	94
1	19	9
14	20	7
0	0	0
3082	3974	3998
3	8	13
13	21	26
3989	5781	5143
2238	3138	3069
27	49	43
0	0	0
0	0	0
0	0	0
4	20	6
211	197	116
0	0	0
0	0	0
38	50	40
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	5
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
2	13	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
141	221	54
0	0	0
0	0	0
4	10	26
0	0	0
0	0	0
0	1	0
0	0	0
1	0	0
0	1	0
0	0	0
15	20	12
0	0	0
416	933	755
0	0	0
799	930	682
0	2	1
0	0	0
0	0	0
744	1072	488
0	0	0
0	0	0
0	0	0
0	0	0
3	4	1
0	0	0
0	0	0
2629	4748	3913
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12	19	11
6	16	11
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
17267	27791	24196
1	0	0
2	3	1
0	0	0
965	1375	1896
436	762	895
0	0	0
0	0	0
0	0	0
0	4	0
1	0	1
0	0	0
0	0	0
0	1	0
0	0	2
402	729	869
44	42	42
0	0	0
1289	2829	3425
0	0	2
3	0	0
0	0	0
7	130	7
2	44	3
0	0	0
0	1	0
8	21	14
5	5	12
25	39	36
565	833	717
2	6	31
0	0	0
0	0	0
0	0	2
0	0	0
108	122	211
112	288	210
0	0	0
336	531	468
939	1698	1209
0	0	0
2329	4132	4276
12	44	25
0	0	0
1	40	0
0	0	0
0	0	0
1817	3310	3002
0	0	0
2027	3530	4948
2	0	1
653	1130	1306
0	0	0
0	0	0
2	1	0
0	0	0
0	0	0
62	194	23
0	0	0
4	5	11
545	977	655
1	3	4
2	1	6
0	0	0
0	0	0
75	107	96
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
235	274	324
0	0	2
9	12	31
0	1	1
0	5	0
0	0	0
9	12	11
1872	2924	2614
0	0	0
0	0	0
6	4	2
0	0	0
0	0	0
361	707	717
4	1	2
0	0	1
109	318	240
0	0	0
0	0	0
3	0	0
0	0	0
314	371	419
1	0	0
0	0	1
1	3	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
3	1	3
0	0	0
0	0	1
0	0	0
0	0	0
701	928	1144
1	0	0
0	0	0
0	1	0
1	0	0
0	3	0
0	0	4
2	4	1
1214	1489	1179
0	0	0
18	14	9
2	4	8
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
93	98	122
0	0	2
2	3	3
0	0	0
0	0	0
1342	1495	1841
0	0	0
0	0	0
17	9	5
0	2	1
1	2	2
2	0	0
1	0	0
0	0	0
0	0	0
0	0	0
1260	1845	1610
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	4	5
0	0	0
220	207	158
0	0	0
440	548	509
7	10	9
4	10	10
1	0	0
4	10	2
0	0	0
840	1482	1326
2357	9048	10472
0	0	0
0	2	2
0	0	0
244	421	358
33	55	34
1	0	0
1077	1422	1565
198	304	375
1	3	0
991	1605	1463
0	0	1
0	0	0
6	15	21
5	7	5
0	0	2
4471	3129	2522
2	1	0
2	15	18
14	37	122
1	0	0
43	101	91
33	57	35
649	1236	819
1	3	0
6	26	24
1550	5980	32
2	3	4
81	73	47
6	6	7
0	0	0
0	0	0
57	62	70
0	0	0
0	0	0
0	0	0
0	0	0
14	2	11
439	268	158
191	126	74
0	0	0
1673	2108	1975
2799	4928	5976
0	0	0
150	151	212
0	0	0
4	4	0
0	2	3
2	0	0
8	4	0
0	1	1
122	215	227
0	0	0
0	0	0
2616	6177	3524
0	0	0
0	0	0
0	3	0
956	1507	1309
584	1007	1078
1955	3362	2301
0	0	0
147	258	157
0	0	0
0	0	0
0	5	2
75	88	77
1	3	1
2515	2980	3237
10	14	6
1774	1328	1019
0	0	6
0	0	0
0	0	0
17	6	32
0	1	2
2676	3995	4374
0	0	0
7	0	0
0	0	0
817	999	1132
1447	2566	2797
2	2	7
0	0	0
0	0	0
0	0	0
56	56	33
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
16	4	0
1607	1971	1547
0	3	0
1588	2532	2141
0	0	1
467	788	903
3	1	2
0	0	0
0	0	0
0	0	2
2908	4434	5952
640	589	361
1222	1435	1764
2	2	4
1	1	1
69	63	53
432	369	434
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
4	6	1
55	255	309
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5	14	12
0	0	0
0	0	0
0	0	0
1084	1685	2389
890	1073	1343
0	0	1
0	0	0
0	0	0
0	0	0
1356	2581	2328
0	0	0
2535	5020	5345
0	18	8
0	0	0
0	0	0
0	0	0
0	0	0
6	3	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	1	0
0	0	0
0	0	0
16	12	10
0	0	0
2761	4961	7049
6	7	9
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
318	436	446
33	59	55
1050	1287	921
0	0	0
9	16	1
3	1	0
8	19	9
83	112	43
0	0	0
4259	7162	7651
0	0	0
322	309	379
355	716	907
1	0	2
1138	1771	1739
0	2	0
10	5	7
812	1062	808
0	0	0
56	112	137
0	0	0
0	2	3
1	0	1
0	0	0
4	5	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
1	0	0
0	0	0
25	26	36
3797	4879	8588
41	72	109
0	0	0
0	0	0
0	0	0
0	0	0
16	33	17
0	2	0
1	0	1
0	0	0
0	0	0
10333	14909	15739
1	1	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
255	329	66
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	0	0
0	0	0
2	2	2
0	0	0
0	1	0
7	10	17
0	1	1
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2595	3725	4442
712	804	720
2832	4636	4415
3860	6412	6084
0	1	0
359	343	438
1189	1597	1275
0	0	0
0	0	0
547	342	273
3505	5724	9287
0	0	0
0	0	0
150	223	238
0	0	0
0	0	0
0	0	0
1	0	5
0	0	0
2955	5097	4671
3	3	8
0	0	0
0	0	0
58	94	119
0	0	0
0	0	0
1	0	0
0	0	0
383	234	211
0	0	0
7	5	2
4	5	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7096	11887	12572
0	0	0
1031	3422	2454
1771	2542	1588
0	0	0
18	39	20
333	541	498
0	0	0
1	0	0
0	1	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
1113	2179	1561
1	0	0
0	0	0
0	0	0
54	45	65
210	262	303
0	0	0
1	1	1
6292	8764	6447
0	1	0
0	0	0
0	0	0
0	0	0
1	2	3
0	0	0
15	21	11
1112	2331	2050
28	28	38
2140	2604	2919
0	0	0
0	0	1
686	1125	1114
13	9	3
1645	2431	2134
0	0	0
0	2	4
24	22	5
1	6	0
368	726	962
369	551	612
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	3	0
3	2	4
36	94	104
1028	1532	1753
0	0	0
3460	6500	6169
122	154	197
1966	3111	3858
19	5	0
129	186	140
374	345	43
455	490	626
720	1046	802
2229	2870	3928
20	19	13
1310	1411	1302
0	0	0
0	0	0
3	0	0
8	6	1
0	0	0
1	1	0
1	0	0
2224	2431	4599
30	32	56
0	0	0
123	156	47
8	1	3
1114	1862	1509
0	0	1
0	0	0
31	17	51
50	36	97
4635	7766	6394
0	0	0
0	0	4
22	21	3
388	1275	1094
0	0	0
0	0	0
0	0	0
3121	6688	6019
550	1642	819
0	0	0
0	5	1
0	0	0
1	0	0
0	0	0
0	0	0
9	10	11
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
397	437	346
0	1	1
0	0	0
4	10	0
0	0	0
0	5	0
0	3	0
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
1236	7	8
0	0	0
0	0	0
2	0	0
2	4	1
1267	1229	1083
0	0	0
0	0	0
0	0	0
770	1078	1225
2	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	1	0
17	34	11
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
160	194	177
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
534	1773	1832
0	0	0
4	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	0
0	0	0
7	1	2
0	1	0
3531	5298	7346
0	0	0
146	182	196
1	1	0
3	0	5
0	1	1
2036	3647	4037
400	437	300
4	0	0
2080	19	3
617	6	4
1092	1240	1321
0	0	0
220	161	115
147	237	240
1452	1747	1619
1955	3808	4421
5	12	5
2	0	3
1639	6038	6599
0	0	0
0	0	0
0	0	1
0	1	3
2775	1046	1121
8	9	20
0	2	3
0	0	0
0	0	0
0	1	0
0	0	0
2382	3456	4697
0	0	0
0	0	0
0	0	0
34	65	101
0	0	0
1	1	0
0	0	0
984	2254	2202
2	1	0
78	70	73
576	1050	991
884	1694	1680
412	250	256
1	0	0
0	0	0
4	4	3
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
1	1	1
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
3	2	2
0	0	0
0	0	0
138	180	230
0	0	0
872	1435	1588
0	0	0
0	0	0
1675	2503	2561
0	0	0
597	777	843
479	806	775
75	113	106
4	5	3
1954	2926	3032
0	0	0
0	0	0
0	1	0
0	0	0
940	1075	970
4111	7251	6212
0	0	0
0	0	0
0	0	0
0	0	0
4	0	1
1459	849	1684
1434	1969	2079
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
25	63	6
0	2	0
0	2	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
894	1088	942
0	0	0
2	4	0
0	0	0
3576	7213	7830
50	54	27
71	55	17
3	3	1
2	3	5
13050	21901	29130
2	6	3
0	0	0
0	7	3
0	0	0
0	0	0
22	32	28
1461	1214	1613
2	2	0
1	0	1
15632	22646	18552
1317	2218	1894
9	24	25
407	675	567
1	0	1
2	6	2
0	7	0
791	1032	826
2	1	0
2292	3646	3243
0	0	0
0	0	0
1	3	1
714	1296	1299
14782	20914	34148
0	3	1
1443	2773	3207
0	0	0
0	0	0
0	0	0
0	0	2
5	13	0
6	12	10
4303	9004	7038
0	0	0
0	0	0
0	0	0
4	3	0
0	0	0
1535	3618	3870
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
667	1041	1294
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	1
132	23	1
0	0	0
0	1	0
0	0	0
660	877	950
2	0	1
0	0	0
1090	2133	1372
1376	1156	760
491	825	1939
1	0	0
4	3	0
282	446	499
1	3	0
0	0	0
44	38	29
606	1036	1188
240	394	524
14420	17217	12255
2	4	8
928	1326	1221
2986	3444	4130
1764	3380	2938
0	2	0
142	193	123
0	0	0
6	4	9
1	3	1
452	637	631
0	0	0
397	326	163
3	1	0
4	2	0
1	1	2
2226	4335	4114
0	0	0
0	0	0
1873	2070	2042
167	162	285
59	38	22
0	0	0
99	82	155
7	6	13
0	0	2
0	0	0
6	16	9
0	0	0
454	702	512
1	0	0
635	503	237
1152	2248	1692
1306	2112	2535
0	0	0
421	516	520
639	1191	1022
0	0	0
85	126	283
6	6	4
1830	3544	3020
2	7	0
33	12	2
0	0	0
0	0	0
916	1666	1438
3201	4560	6060
2144	2842	2954
0	0	0
0	0	0
1963	2926	2512
2	1	1
727	945	696
0	0	1
954	1628	2289
6	8	3
811	1227	1091
783	1793	1753
66	68	88
1142	2644	2701
0	6	1
0	0	0
0	1	0
0	1	0
224	651	249
0	4	4
0	0	0
1023	1846	1668
0	0	0
897	1841	1642
12	8	12
2	0	1
9067	15701	18619
0	0	0
0	0	0
0	0	0
5	5	21
1532	2475	2811
0	0	0
4	6	3
36765	58209	58122
76	205	171
1216	1491	1301
0	0	0
966	1250	1008
68	47	30
1564	1780	2065
2	0	2
1465	2122	2588
230	314	356
6	5	10
858	1654	1054
0	0	0
3135	6664	11025
0	0	0
586	376	332
0	0	0
638	820	1323
4822	7047	10205
3	11	6
1842	2437	2150
827	1345	1368
8	17	12
1113	1971	2124
1198	1744	1484
0	0	0
6973	11280	11608
0	0	0
1	3	0
88	114	38
8	9	1
0	0	0
29	16	14
0	0	0
32	43	31
0	1	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	2
0	0	0
0	0	0
0	0	0
1	1	0
1	1	2
2	4	2
264	341	129
0	0	0
0	0	0
2	1	4
0	0	0
0	0	0
1094	1704	1295
3	2	3
1	1	0
789	1208	1258
0	0	0
212	281	169
0	0	0
187	165	259
0	1	0
0	0	0
683	867	743
29	34	44
1361	2055	2265
1680	2543	2558
872	1484	1559
0	0	0
2	0	2
5	5	6
1574	2728	3415
165	189	147
0	0	0
1	2	1
7	19	13
3403	5398	5520
0	1	0
2015	2499	2530
70	69	28
1188	864	792
2	0	0
8968	8877	1888
2	0	1
0	0	0
0	0	0
0	0	0
3461	5917	6685
0	0	0
0	0	0
19	11	1
2395	3794	4155
1	1	1
6996	8524	9239
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
364	332	229
2	0	0
671	1106	1524
0	0	0
0	0	0
6367	7981	15110
1947	2736	4944
0	0	0
0	0	0
0	1	0
0	1	0
0	0	0
0	0	0
223	303	325
0	0	0
2	1	3
214	285	420
0	2	2
0	0	0
6	2	4
9056	13235	15006
0	0	0
0	0	0
1	5	2
16	23	28
1	6	10
1577	1732	1453
7	0	3
1238	1615	2116
48	12	20
3199	5519	4762
0	0	0
1	2	0
0	0	0
0	0	0
7	24	14
2	0	0
658	1071	1053
0	0	0
0	0	0
84	196	249
0	0	0
2932	4695	7362
0	1	0
0	0	0
1404	2191	2541
32	54	31
0	0	0
0	0	0
9	0	0
864	1656	1927
3844	5886	8125
31	30	18
2	4	5
0	0	0
83	147	93
1625	2387	2898
2	6	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
178816	230766	217021
12	23	15
3109	5158	5251
1	0	2
1	10	9
40	83	95
0	0	0
0	0	0
138	245	304
0	0	2
0	0	0
187	295	385
0	0	0
2	1	0
29	33	30
0	0	0
1645	2958	3075
2674	3230	3577
0	0	0
23745	35929	30630
0	0	0
0	0	0
0	0	0
0	0	0
1010	1377	1283
636	851	980
7577	11063	11455
7	23	17
1439	1994	2144
320	422	400
929	1299	1654
470	741	1309
0	0	0
1	0	0
192	91	123
175	152	150
1	1	3
0	0	0
2	5	12
29	90	191
471	736	960
2386	3050	2866
19	10	12
6	8	9
750	1177	1277
4684	6071	5923
0	0	0
1	5	5
8	9	15
3225	3906	4290
0	0	1
0	0	0
0	0	1
8	14	12
4	8	6
0	0	1
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
3	0	0
0	0	0
2102	2258	2953
0	0	0
0	0	3
0	0	0
0	0	0
0	0	0
1508	1926	2559
1	2	3
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
3218	3013	4624
2	0	0
2	0	0
2	0	5
0	0	0
2	0	0
4	1	4
0	0	0
0	0	0
3	7	5
0	0	0
58	68	61
0	0	0
0	0	0
2493	2492	2470
196	296	307
2365	3438	3866
0	1	1
0	0	0
1	1	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
2	0	2
0	0	0
0	0	0
3	11	0
2	43	3
0	0	0
0	0	0
2	0	0
21	14	2
0	0	0
3508	4598	6034
65	94	84
0	0	0
2031	2895	2662
0	0	0
0	0	0
866	783	806
0	0	0
20	20	19
1814	2116	2560
50	56	45
1	2	0
0	0	0
0	0	0
1783	3328	2906
1	1	0
7	9	17
1	0	2
0	0	0
1	0	1
8	2	1
885	660	947
15	17	17
0	0	2
4	7	8
5	6	5
829	1189	1708
2421	3429	3550
2281	3954	4799
709	997	938
3004	5111	5750
8	16	15
3521	4471	5310
0	0	0
0	0	0
284	329	132
0	0	1
10	0	0
13	4	5
0	0	0
0	0	0
2	2	1
0	0	0
0	0	0
0	1	0
1323	1781	1342
0	0	1
859	1494	1448
0	1	0
3	0	3
0	0	0
0	0	0
1184	2130	2375
897	829	1009
0	0	0
0	0	0
0	0	0
0	0	0
4	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10	9	12
0	2	0
760	909	561
0	0	1
37	35	47
45	35	44
0	0	0
14	54	67
3606	6209	7331
1	0	0
22	46	76
28	31	58
23	16	38
1209	1826	2363
266	332	321
4755	8231	7497
1282	1436	1661
4	3	0
0	0	2
1	0	1
4	1	8
1659	2431	2448
10	11	8
7	28	11
0	0	0
1	0	0
3	9	10
0	0	0
10	22	9
658	898	1041
2	0	1
0	0	0
1065	1967	1929
5	8	1
2	0	0
0	0	0
829	1364	995
204	238	31
0	0	0
0	5	1
0	0	0
1329	2434	2298
1	1	2
0	1	1
1	1	1
256	744	175
16	50	32
1678	3169	2565
0	0	0
471	285	240
74	170	131
47	35	3
0	2	0
0	0	0
0	0	0
1	0	0
719	1469	2127
1298	2025	2137
618	855	1073
1025	1777	1986
886	1601	1553
0	0	0
136	225	196
11	21	10
14	21	33
28	54	47
6	2	4
2	4	4
8836	13390	20207
1	3	9
0	0	0
37	87	27
3	1	0
2840	4961	4867
0	0	0
0	0	0
0	0	0
215	159	303
0	0	1
5	1	6
12	23	43
2	2	16
1013	1528	1912
390	389	264
110	63	59
46	22	12
2343	4484	4623
0	0	0
22	34	54
486	756	692
1062	1495	1606
1448	2056	1865
508	621	523
0	0	0
819	1176	980
4493	4951	7367
0	0	0
0	0	1
0	0	0
0	0	0
0	6	0
580	941	1294
0	0	0
2	1	0
0	0	0
0	0	0
167	276	290
0	0	0
0	1	0
0	0	0
2	10	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
38	85	33
0	0	0
0	1	0
1944	2345	2612
0	0	0
0	0	0
1076	1389	1590
0	1	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
2211	3561	3637
2	5	2
12	28	26
4383	6803	7402
0	0	0
7	32	108
1566	3910	7410
605	887	1059
21	37	56
0	0	0
0	0	0
61	111	255
1	4	5
14	3	12
0	0	0
0	0	0
0	0	0
4	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	1	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
16	74	41
0	0	0
82	45	23
0	0	0
5012	5647	4687
0	1	3
0	0	0
1704	2658	2660
10	2	10
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	1	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1495	1844	1315
3	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
87	134	143
1	2	2
0	0	0
0	0	0
0	1	1
1	4	0
62	141	84
13	74	34
0	1	0
20	74	16
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	1
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2613	3820	4168
18	5	7
0	0	0
10	4	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	3
0	0	0
0	0	0
0	0	0
0	0	0
686	1569	2184
2682	3941	5421
0	0	0
15926	27285	26782
0	0	0
34	30	30
273	405	396
0	0	0
1534	2226	3283
1	1	1
30	82	21
0	0	0
0	12	12
0	0	0
0	0	0
0	0	0
3448	6801	5740
0	0	0
2	1	0
0	0	0
0	0	0
0	0	0
1345	2654	2900
2	2	2
0	1	0
0	0	0
1	1	3
0	0	0
0	0	0
27	46	8
0	0	0
0	0	0
0	4	0
3	12	2
0	12	0
0	0	0
0	1	0
487	1130	1145
1	0	1
298	491	353
1	2	5
13	12	19
0	0	0
0	0	0
0	0	0
4	4	5
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
272	610	383
0	0	0
0	1	0
0	0	0
0	0	0
0	2	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
111	297	236
0	0	0
808	1089	1025
4165	7122	6766
5	11	5
546	893	843
0	0	0
0	1	0
0	0	0
0	0	0
27	8	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
