WT_P62	Y2_P37_28	YT2_P37_7_17
0	2	10
0	0	0
1	6	8
4	6	4
0	1	0
0	0	0
0	0	0
0	0	0
1	0	1
154	232	127
0	0	1
11	8	4
294	746	328
1	0	0
0	0	0
2005	2346	3141
4508	7352	7487
1	9	3
0	0	0
15	21	11
0	0	0
5085	7780	6558
11150	20861	19842
0	1	0
710	2477	2265
0	0	1
4	18	12
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	3	1
0	0	0
0	0	0
0	0	0
24	28	15
2	2	5
0	0	0
7	16	4
0	0	0
0	0	1
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
26	8	7
0	0	0
2014	320	0
1532	1714	1620
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
193	344	345
0	0	0
0	1	0
357	386	409
0	0	0
2	2	0
1713	1933	2244
2159	2832	2857
9	14	17
1	0	6
5	10	5
121	135	301
0	0	0
0	0	0
2	0	7
0	0	0
0	0	0
126	231	114
323	402	318
0	0	0
213	237	311
225	214	143
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
1868	4121	6047
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	1	1
5818	7046	5171
885	1543	1253
1257	1828	2362
0	0	0
1	0	0
0	0	0
1	0	0
0	0	0
544	428	417
0	0	0
0	0	5
0	0	0
0	0	0
1166	1831	1714
0	0	0
0	1	0
602	881	921
81	185	83
0	1	0
0	0	0
0	0	0
4	4	11
302	420	349
0	0	0
0	0	0
0	0	0
14181	18339	24228
2	0	1
41	95	83
0	0	0
1	0	0
1	2	4
3	5	1
311	358	365
4027	6116	7664
0	0	0
1	4	0
2453	4077	5017
430	833	970
0	1	0
3519	5411	6033
18	30	26
0	1	0
0	0	0
0	0	0
0	0	0
254	325	119
0	0	0
0	0	0
1	3	0
5	0	5
7980	23050	26446
0	0	3
0	0	1
0	0	0
0	0	0
0	0	0
2	16	18
0	0	0
0	0	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
5	0	0
0	0	0
0	0	0
0	0	0
695	1264	1731
26	32	20
0	1	2
0	0	0
0	2	0
0	1	0
0	0	0
0	0	0
0	0	0
813	1539	1379
5	15	5
207	341	245
0	0	0
1390	2379	3055
0	0	0
1720	2267	1766
0	1	5
4972	6618	11343
8	22	22
0	0	0
10	12	15
0	1	0
0	6	6
473	2793	5330
10	9	13
1	0	0
0	0	2
0	0	0
0	0	0
27	42	17
1	2	0
0	0	0
2759	3520	4438
0	0	0
0	0	0
0	0	0
2	3	2
150	150	110
65	22	1
0	1	0
784	1621	2513
796	1029	1126
12	14	8
1	1	2
8	8	2
2075	2888	2875
210	279	293
15209	22598	19016
960	1222	1605
1	1	2
0	0	3
10	1	0
0	0	0
0	0	0
0	0	0
0	0	0
2641	3426	5643
0	0	0
194	123	25
0	0	0
0	0	0
2	6	10
0	1	0
778	1248	1372
3	3	1
2	0	0
687	974	982
36	55	18
5	2	3
0	0	0
2357	3693	3402
1	2	0
0	0	0
74	70	115
1781	3004	2692
26	29	36
0	0	0
0	0	0
1380	2046	2275
0	0	0
0	0	0
1	0	1
11	0	9
6	4	4
621	904	885
374	278	242
4094	6369	5292
10721	24952	5877
0	0	0
7	7	1
5	6	7
8	10	22
1	2	0
0	0	0
0	0	0
0	0	0
0	0	0
5962	9401	11053
0	1	2
0	0	1
2	1	0
31	27	50
0	0	0
316	349	410
1611	2306	1619
1466	2245	2324
1	4	13
0	0	0
164	240	199
2064	2603	2794
1	2	1
0	0	0
224	235	457
1056	1882	1583
13	19	3
58	29	8
1	2	0
203	300	257
6	3	1
39	27	21
1852	2957	3272
650	1135	1113
852	1174	1086
564	855	1029
303	267	151
1	0	0
0	0	0
419	451	428
0	0	0
9	1	2
4	2	2
0	0	0
0	0	0
206	267	349
4128	7942	6353
13	0	1
1	0	0
1	3	0
3	0	0
205	193	196
14	9	3
0	0	0
17	1	2
14	3	4
0	0	0
0	0	3
0	0	0
49	86	122
0	0	0
0	0	0
0	0	0
0	0	0
1881	3152	3833
0	0	0
634	820	1217
0	0	1
14	36	26
0	0	0
3	6	5
0	5	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	7	0
0	0	0
0	0	0
0	1	0
0	0	0
190	427	557
0	0	0
1	0	1
0	1	0
261	1839	994
4	7	4
6	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	10	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5	68	31
0	0	0
0	0	0
0	0	0
0	0	0
1110	843	1199
0	0	0
2	1	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
14	13	15
120	36	77
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1102	2186	2136
0	0	0
3	2	1
21	42	29
0	0	0
0	0	0
429	801	559
0	0	0
0	0	0
0	0	0
10179	16294	14236
18	8	10
13	8	20
97	137	81
5408	4737	4020
2	2	2
0	0	0
0	1	0
27	23	48
5535	5507	7112
5	2	4
0	0	0
0	0	0
2	0	0
3212	5449	5229
0	0	1
1	6	3
31	50	36
602	1654	1236
291	544	457
0	0	0
2	0	1
0	0	0
3	4	1
1118	1511	948
1	8	2
22	9	9
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
106	120	72
6039	8921	18252
1257	2316	2027
344	990	552
0	0	0
40	35	24
9	2	3
1141	2186	1862
410	758	990
3284	5731	5330
1265	1922	1662
2	2	0
2	0	0
17	14	7
0	0	1
1	63	41
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
30	62	31
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
123	218	167
1	0	3
0	0	0
0	0	0
0	0	0
0	0	0
3138	4529	7540
4692	6601	6635
10	15	16
5851	9454	10523
0	0	0
52	65	45
1529	2376	2604
95	130	194
0	0	0
0	0	0
2187	4937	4266
383	816	1099
6	4	5
0	0	0
0	0	2
356	424	416
1	1	0
3998	5755	4928
15	48	42
0	1	1
4	1	1
28	23	25
0	0	0
0	2	0
0	0	0
7	1	0
2	2	2
0	0	0
3	10	19
331	523	161
0	0	0
0	2	0
0	0	0
109	127	139
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	43	36
0	0	0
4	6	7
0	0	0
0	0	0
77	24	10
7	2	2
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	1	0
0	0	0
0	0	0
0	0	0
5	4	11
96	77	71
0	0	0
0	0	0
0	0	0
20	50	42
0	0	0
1	0	0
0	0	0
0	0	0
62	128	54
816	1168	1026
5	2	1
0	0	0
0	0	0
6	0	0
114	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
711	431	249
20	14	7
6	14	1
1078	1560	1720
122	88	48
1	0	0
0	0	0
587	1147	1334
98	33	31
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
7	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
23	3	5
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
7	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12	0	0
77	170	47
0	0	0
7	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	16	15
0	0	0
0	1	1
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	1
0	0	0
3	9	7
0	0	0
0	0	0
0	0	0
3	5	9
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	2	1
0	0	0
1	7	5
0	0	0
0	0	0
5	7	11
0	0	0
95	294	235
0	0	0
497	622	487
105	204	215
0	0	0
39	43	46
491	805	894
125	94	32
141	229	198
0	0	0
0	4	0
1432	2291	1585
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
95	172	226
91	184	142
0	0	0
214	299	237
0	0	0
3	5	2
0	0	0
0	0	0
503	288	419
46	14	6
149	42	150
0	0	0
0	0	0
0	0	0
7155	12341	14316
104	147	143
1244	1880	2095
2454	3850	3897
18450	28226	33010
13	11	9
0	0	1
525	510	1053
3	1	1
2601	3958	6205
0	0	0
2	8	1
2	3	0
123	720	926
2148	3366	3925
96	78	94
899	1341	1595
0	0	0
1387	1824	1575
0	0	0
60	73	90
1140	2127	1811
4	24	20
210	274	278
5789	3806	3539
229	167	93
77	16	9
6	1	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1058	1493	1068
3	7	1
0	0	0
144	178	131
0	0	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	14	41
121	181	146
0	2	0
0	0	0
1	3	1
2883	4851	4264
1918	2977	2813
61	80	86
0	0	0
5	27	16
2248	2689	3660
581	1324	1369
0	1	0
0	0	0
2	5	0
0	0	0
0	0	0
0	0	0
0	0	0
2	48	50
0	0	0
3	7	13
0	0	0
0	0	0
1975	2663	3834
719	1298	1201
663	943	966
228	488	352
0	0	0
0	0	0
0	1	1
1	1	2
0	0	0
14	8	32
0	0	0
105	206	130
166	181	194
12	15	20
190	178	125
165	264	231
0	1	0
1058	1344	1232
2289	3466	3495
1	5	3
9	21	43
941	1365	1550
7254	10932	11602
1129	1645	2229
13	26	41
72	201	398
0	0	0
1	0	0
0	0	0
0	0	0
0	2	2
0	0	0
149	135	103
0	0	0
0	0	0
0	0	0
1564	2186	3176
0	0	0
0	0	0
0	0	0
0	1	2
788	1687	1763
0	0	0
0	1	9
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	1	1
2	0	2
121	235	316
0	0	0
0	0	0
20486	26345	19494
723	3567	2260
0	0	0
10	34	15
6	13	7
1513	3042	3448
570	926	864
3	2	1
6	20	6
0	0	1
0	0	0
1	0	0
1	1	1
79	151	64
0	0	0
34	13	7
1	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
10161	10724	14150
0	2	0
1	0	0
0	0	0
1	3	2
0	0	0
0	0	0
37	27	31
0	0	0
1	0	0
0	0	0
0	0	2
0	0	0
0	1	0
4	18	14
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	1	0
12	12	20
538	772	656
180	254	202
0	0	0
0	0	0
0	0	0
1	0	1
1	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	5	11
0	0	0
0	0	1
0	0	0
0	0	0
4	69	42
1	1	2
0	0	0
0	0	0
1	24	9
0	0	0
0	1	0
0	0	0
1	3	2
0	111	83
0	11	10
0	5	8
0	0	0
0	0	0
0	0	0
21	31	19
2754	4851	4290
3	8	1
0	1	0
54	106	78
0	0	0
0	0	2
2	10	14
0	13	7
1107	1455	2280
5	0	2
152	276	238
720	1250	1163
1246	1532	1715
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2301	3254	2703
0	0	0
0	2	0
0	1	0
0	0	0
0	0	1
44	27	45
0	1	1
2091	2500	2266
0	0	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	8
0	0	0
22	23	20
0	0	0
1	0	0
0	0	0
2	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	7	11
255	512	342
4	0	3
0	0	0
2	8	1
0	3	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
36	72	58
0	0	0
0	0	0
5	2	4
0	1	0
8	8	7
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
131	48	66
0	0	0
1	0	0
0	0	0
0	0	0
166	270	194
0	0	0
0	0	0
2270	4098	3673
93	102	53
1573	2624	2475
0	0	0
0	0	0
0	0	0
7872	11781	17146
1201	1280	1637
40	56	82
0	2	1
3	9	2
0	0	0
0	0	0
1	3	2
133	401	317
0	0	0
0	0	1
0	0	0
0	0	0
4939	6192	5543
0	0	0
0	0	0
957	1174	966
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
1	0	0
1	1	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	34	22
0	0	0
0	0	0
0	0	0
0	0	3
0	1	0
26	5	5
0	0	0
1	0	0
109	139	170
0	0	0
207	70	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
28	50	21
0	0	0
6	7	7
0	0	0
2	0	0
1	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	1
3	1	4
9	1	0
0	0	0
11407	7497	12301
1	0	0
8	1	1
1375	193	310
2	7	2
155	33	7
9	1	0
4	1	6
1224	1171	934
0	0	0
0	1	2
0	0	0
1	0	1
1	0	0
0	0	0
0	1	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4591	6093	7429
1	0	0
0	3	0
0	0	0
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	2
0	0	0
5	10	6
0	0	0
534	829	525
0	0	0
0	2	0
0	0	0
0	0	0
1141	1585	882
0	0	0
88	74	69
57	29	9
0	0	0
647	762	669
1	0	1
7	6	9
860	1115	797
0	0	0
0	0	0
69	49	58
5	8	4
0	0	0
6	8	3
2815	4154	4307
1	3	9
2601	3034	4286
23	24	23
366	511	417
9	7	7
12	15	7
4	5	5
0	0	1
31	65	21
3469	3614	5869
0	1	0
0	1	0
0	0	0
5	3	3
1706	2419	2865
32	16	16
24	44	28
0	0	0
1	5	2
2	0	0
4	0	0
4	1	0
0	0	1
3	1	1
0	0	0
0	0	0
0	0	0
0	0	0
7	0	0
0	0	0
0	0	0
2	2	0
102	141	209
0	0	0
4	8	4
3	334	85
0	0	5
15	10	8
0	0	0
0	1	1
1	0	0
740	1175	1235
0	0	0
0	1	1
0	0	0
1	0	1
0	0	0
0	0	0
0	0	0
0	0	0
11	13	2
195	265	263
0	0	0
35	58	75
0	0	0
0	0	0
12	13	17
209	383	353
1209	2015	1690
0	0	0
2	1	7
0	0	0
0	0	0
1128	1506	1568
0	0	0
22	56	46
5927	9224	10732
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
667	595	585
0	0	0
0	0	0
0	0	0
0	0	0
68	58	97
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	15	2
0	0	0
1	0	0
52	538	177
20	45	16
2	0	0
0	2	0
36	96	117
5673	7865	8706
11	16	20
80	156	96
2	1	0
1	2	0
895	1655	1875
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	2	2
383	1102	646
54	63	49
3	14	11
4	0	1
0	5	5
5	5	2
0	0	0
1	0	1
0	0	3
1	1	1
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
20	47	14
0	2	10
2	1	0
0	0	0
1112	1096	1672
1	3	2
0	0	0
5	12	6
0	0	0
96	183	158
2902	4255	4793
0	0	0
518	600	611
9	11	1
7	4	2
40	58	31
903	1380	1677
1	1	10
0	0	1
0	1	0
1	5	5
1549	2153	1989
0	0	0
0	0	0
2351	3849	4728
44	2	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
744	764	1187
1	1	0
0	0	1
1912	1753	1604
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
11	90	41
0	0	0
0	0	0
0	0	0
0	0	0
2	1	3
0	0	0
1	2	4
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
1693	2006	2942
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	384	118
0	0	0
3074	4981	6685
18	13	27
1	0	4
0	0	1
183	334	266
0	0	0
0	6	0
0	3	0
14	18	25
2511	3075	3478
3615	6318	7116
0	0	0
2	1	0
0	0	1
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
10	1	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
11	0	0
153	30	44
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	2	0
0	0	0
1	0	0
0	2	0
0	0	0
615	1005	1043
0	0	0
613	1565	1908
0	0	1
0	0	0
6	2	0
0	0	0
0	0	0
0	0	0
4	6	1
31	54	25
1387	2398	3278
0	2	0
0	0	0
0	0	0
267	202	287
13	4	4
0	0	0
1828	3007	3799
5	5	4
978	1333	1104
0	0	0
51	101	47
5	5	9
41	29	9
0	0	0
4026	5361	5996
1	0	1
0	0	0
0	0	0
7	1	2
0	0	0
104	45	70
0	0	1
0	0	2
1	1	0
2917	5218	7716
570	859	848
0	0	0
25	32	12
1	2	1
1900	3608	3654
0	0	0
0	0	0
1474	2345	2408
26	13	29
27	33	47
0	0	0
2962	3865	5721
0	0	0
1	1	1
3754	6256	6620
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
3304	3569	4224
1	2	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
96	271	217
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
6	3	7
0	0	0
40	41	32
2	0	4
19	6	26
0	0	0
0	0	0
5	8	7
3	8	6
0	0	0
91	3	0
0	0	0
335	425	464
1	1	1
0	0	0
0	0	0
0	0	0
0	0	0
14	5	3
0	0	0
0	0	0
0	0	0
22	0	0
406	507	640
4047	6286	7459
1184	1731	1932
2	1	2
2	0	0
0	0	2
8	31	29
15	19	19
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
503	1109	1377
1835	2773	2970
461	888	960
0	0	0
0	0	1
28	430	747
0	0	0
0	0	0
1	0	0
0	0	0
1	5	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	1	1
0	0	0
1	0	0
0	0	0
3	0	0
83	5	5
0	0	0
2	5	0
14	12	9
0	0	0
0	1	0
6	2	0
0	0	0
19	11	13
502	476	698
0	0	0
0	0	0
2	0	0
11	15	17
3619	6214	7074
3833	7291	6667
0	1	0
7	5	4
0	0	0
0	0	0
0	0	0
20	34	49
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
1	0	0
0	1	0
0	0	0
26	57	44
25	43	38
0	0	3
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
15	14	21
0	0	0
49	32	53
19	27	25
78	150	124
0	3	2
918	1481	1315
0	11	1
0	0	0
607	931	855
462	669	851
0	0	0
0	0	0
0	0	0
0	0	0
0	5	4
0	0	0
0	0	0
0	0	0
147	201	280
3	6	11
2	1	3
361	524	621
0	0	0
0	2	3
0	0	0
0	0	0
0	2	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
47	16	62
8	4	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
8	9	26
16	22	15
0	0	0
3	2	4
0	0	0
11	2	3
7	10	10
4	14	9
0	0	0
1	1	1
40	26	32
0	0	0
0	0	0
556	100	85
0	0	0
58	125	312
0	0	0
0	0	0
0	0	0
0	0	0
31	53	76
1	3	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1587	2863	3126
0	0	0
0	0	0
0	0	0
0	0	0
107	113	217
0	0	0
2	1	2
116	214	346
0	0	0
0	0	0
0	0	0
1	18	6
0	0	0
0	0	0
2385	4214	4280
0	0	0
2182	4470	3809
0	1	0
636	1023	868
8	5	3
2554	4160	6392
0	0	0
0	0	0
0	0	0
3431	6433	6593
0	0	0
1	1	1
0	0	0
7043	11759	12006
0	0	1
4945	8055	6458
36	33	20
0	0	0
0	0	0
0	0	0
89	188	71
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
152	379	430
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
109	233	199
0	0	0
0	0	0
0	0	0
0	0	0
126	93	90
0	0	1
0	1	0
54	45	34
0	0	0
0	0	0
0	1	0
14	15	19
0	2	3
1	0	0
0	0	0
533	705	678
0	0	0
0	0	0
0	0	0
93	20	117
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	7	17
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
7	40	30
0	0	0
0	0	0
0	0	0
51	4	2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
955	1159	1074
834	685	1289
0	0	2
0	0	0
0	0	0
1	3	0
18	12	12
0	0	0
0	0	0
0	0	0
0	0	0
0	6	1
0	0	0
0	0	0
0	0	0
0	0	0
35	93	31
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	1
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	2
1	1	0
0	0	0
0	0	0
0	3	0
0	0	0
0	0	0
0	0	0
1009	1053	1117
0	0	0
0	2	0
2158	3044	2953
482	865	1082
0	0	0
3	1	1
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1165	1377	1754
0	0	0
0	0	0
1	0	1
2	0	0
0	0	0
3	5	5
7145	9397	8634
0	0	0
0	0	0
0	0	0
51	50	31
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
184	351	417
0	0	0
3584	6074	5450
2	9	12
0	0	0
0	0	0
0	0	0
0	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
843	7837	6262
0	0	0
0	2	0
0	1	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	1	0
0	0	2
0	0	0
156	119	187
144	136	174
0	0	0
0	0	0
7	4	3
0	0	0
0	0	0
0	0	0
5435	7371	9025
63	108	120
1297	1762	1850
0	0	1
0	0	0
154	525	362
0	0	0
2	1	2
0	0	0
439	928	779
0	0	0
0	0	0
4	3	3
0	0	0
3661	3918	4134
0	0	0
2	4	2
4	2	4
0	0	0
3	11	9
8948	12964	15091
1275	2323	1934
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2	2	0
0	0	0
0	0	0
291	1174	992
46	154	102
0	0	0
316	952	909
3	9	3
0	0	0
0	0	0
0	0	0
0	0	0
8	11	6
26	46	14
0	2	0
0	0	0
0	0	0
0	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
18	25	7
0	0	0
185	269	168
0	0	0
7	48	72
10	30	14
0	0	0
2017	2932	3354
1	0	0
7	2	0
0	0	0
3	6	11
0	0	0
0	0	0
5	21	14
24	26	23
0	0	0
15	10	2
317	373	498
15	52	22
89	168	70
0	3	3
1030	1701	1163
5	0	0
4	17	10
0	0	0
0	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
53	50	36
0	0	0
0	0	1
4048	5429	6724
2	0	0
8	1	0
0	8	3
0	0	0
0	0	0
0	0	2
